"","Counter","State","Initial Claims","Continued Claims","Date","WeekOfYear"
"929",951,"Louisiana",72.438,14.143,2020-03-14,"11"
"930",952,"Louisiana",97.4,58.027,2020-03-21,"12"
"931",953,"Louisiana",100.621,116.69,2020-03-28,"13"
"932",954,"Louisiana",79.653,217.532,2020-04-04,"14"
"933",955,"Louisiana",91.923,246.296,2020-04-11,"15"
"934",956,"Louisiana",66.141,300.657,2020-04-18,"16"
"935",957,"Louisiana",50.941,310.013,2020-04-25,"17"
"936",958,"Louisiana",40.125,325.136,2020-05-02,"18"
"937",959,"Louisiana",28.545,326.504,2020-05-09,"19"
"938",960,"Louisiana",23.961,328.409,2020-05-16,"20"
"939",961,"Louisiana",19.334,301.598,2020-05-23,"21"
"940",962,"Louisiana",21.879,305.083,2020-05-30,"22"
"941",963,"Louisiana",23.122,306.358,2020-06-06,"23"
"942",964,"Louisiana",19.524,300.389,2020-06-13,"24"
"943",965,"Louisiana",21.976,306.089,2020-06-20,"25"
"944",966,"Louisiana",31.417,313.157,2020-06-27,"26"
"945",967,"Louisiana",26.351,312.893,2020-07-04,"27"
"946",968,"Louisiana",32.079,313.117,2020-07-11,"28"
"947",969,"Louisiana",18.511,324.357,2020-07-18,"29"
"948",970,"Louisiana",13.402,327.467,2020-07-25,"30"
"949",971,"Louisiana",11.131,299.974,2020-08-01,"31"
"950",972,"Louisiana",14.365,255.068,2020-08-08,"32"
"951",973,"Louisiana",12.529,250.72,2020-08-15,"33"
"952",974,"Louisiana",16.191,249.61,2020-08-22,"34"
"953",975,"Louisiana",24.566,256.184,2020-08-29,"35"
"954",976,"Louisiana",16.182,250.244,2020-09-05,"36"
"955",977,"Louisiana",14.842,238.724,2020-09-12,"37"
"956",978,"Louisiana",16.296,214.86,2020-09-19,"38"
"957",979,"Louisiana",13.461,195.223,2020-09-26,"39"
"958",980,"Louisiana",13.577,165.32,2020-10-03,"40"
"959",981,"Louisiana",13.039,146.622,2020-10-10,"41"
"960",982,"Louisiana",9.943,128.378,2020-10-17,"42"
"961",983,"Louisiana",8.419,115.35,2020-10-24,"43"
"962",984,"Louisiana",10.045,98.935,2020-10-31,"44"
"963",985,"Louisiana",10.045,91.023,2020-11-07,"45"
"964",986,"Louisiana",10.045,83.338,2020-11-14,"46"
"965",987,"Louisiana",11.78,74.863,2020-11-21,"47"
"966",988,"Louisiana",9.114,75.004,2020-11-28,"48"
"967",989,"Louisiana",9.289,66.81,2020-12-05,"49"
"968",990,"Louisiana",7.926,64.448,2020-12-12,"50"
"969",991,"Louisiana",8.246,60.641,2020-12-19,"51"
"970",993,"Maine",1.561,7.832,2020-01-04,"01"
"971",994,"Maine",959,8.661,2020-01-11,"02"
"972",995,"Maine",944,8.457,2020-01-18,"03"
"973",996,"Maine",881,8.916,2020-01-25,"04"
"974",997,"Maine",702,8.809,2020-02-01,"05"
"975",998,"Maine",790,8.896,2020-02-08,"06"
"976",999,"Maine",737,8.624,2020-02-15,"07"
"977",1000,"Maine",862,9.007,2020-02-22,"08"
"978",1001,"Maine",715,8.739,2020-02-29,"09"
"979",1002,"Maine",634,8.451,2020-03-07,"10"
"980",1003,"Maine",21.459,8.703,2020-03-14,"11"
"981",1004,"Maine",23.77,21.967,2020-03-21,"12"
"982",1005,"Maine",30.91,41.339,2020-03-28,"13"
"983",1006,"Maine",13.488,55.723,2020-04-04,"14"
"984",1007,"Maine",11.769,66.525,2020-04-11,"15"
"985",1008,"Maine",7.661,73.141,2020-04-18,"16"
"986",1009,"Maine",6.993,76.773,2020-04-25,"17"
"987",1010,"Maine",5.579,87.28,2020-05-02,"18"
"988",1011,"Maine",4.726,92.207,2020-05-09,"19"
"989",1012,"Maine",16.667,138.219,2020-05-16,"20"
"990",1013,"Maine",11.151,162.256,2020-05-23,"21"
"991",1014,"Maine",3.117,78.247,2020-05-30,"22"
"992",1015,"Maine",3.013,66.966,2020-06-06,"23"
"993",1016,"Maine",2.911,64.717,2020-06-13,"24"
"994",1017,"Maine",3.119,62.989,2020-06-20,"25"
"995",1018,"Maine",2.939,63.635,2020-06-27,"26"
"996",1019,"Maine",4.696,60.623,2020-07-04,"27"
"997",1020,"Maine",2.276,60.614,2020-07-11,"28"
"998",1021,"Maine",2.014,62.377,2020-07-18,"29"
"999",1022,"Maine",1.722,53.48,2020-07-25,"30"
"1000",1023,"Maine",1.734,50.885,2020-08-01,"31"
"1001",1024,"Maine",1.332,46.605,2020-08-08,"32"
"1002",1025,"Maine",1.12,41.459,2020-08-15,"33"
"1003",1026,"Maine",1.248,38.919,2020-08-22,"34"
"1004",1027,"Maine",1.15,36.2,2020-08-29,"35"
"1005",1028,"Maine",1.435,30.612,2020-09-05,"36"
"1006",1029,"Maine",1.431,28.071,2020-09-12,"37"
"1007",1030,"Maine",1.584,24.701,2020-09-19,"38"
"1008",1031,"Maine",1.702,22.893,2020-09-26,"39"
"1009",1032,"Maine",1.549,19.723,2020-10-03,"40"
"1010",1033,"Maine",1.346,15.901,2020-10-10,"41"
"1011",1034,"Maine",1.479,15.286,2020-10-17,"42"
"1012",1035,"Maine",1.696,13.234,2020-10-24,"43"
"1013",1036,"Maine",2.264,12.917,2020-10-31,"44"
"1014",1037,"Maine",1.997,11.998,2020-11-07,"45"
"1015",1038,"Maine",2.254,12.07,2020-11-14,"46"
"1016",1039,"Maine",1.944,11.948,2020-11-21,"47"
"1017",1040,"Maine",3.005,12.93,2020-11-28,"48"
"1018",1041,"Maine",3.125,14.254,2020-12-05,"49"
"1019",1042,"Maine",2.98,14.624,2020-12-12,"50"
"1020",1043,"Maine",2.667,13.693,2020-12-19,"51"
"1021",1045,"Maryland",4.627,31.292,2020-01-04,"01"
"1022",1046,"Maryland",3.739,29.203,2020-01-11,"02"
"1023",1047,"Maryland",3.283,29.231,2020-01-18,"03"
"1024",1048,"Maryland",3.203,29.788,2020-01-25,"04"
"1025",1049,"Maryland",3.15,29.342,2020-02-01,"05"
"1026",1050,"Maryland",3.048,29.219,2020-02-08,"06"
"1027",1051,"Maryland",2.7,29.095,2020-02-15,"07"
"1028",1052,"Maryland",2.626,28.412,2020-02-22,"08"
"1029",1053,"Maryland",2.675,28.061,2020-02-29,"09"
"1030",1054,"Maryland",3.864,27.039,2020-03-07,"10"
"1031",1055,"Maryland",42.982,26.46,2020-03-14,"11"
"1032",1056,"Maryland",85.377,47.954,2020-03-21,"12"
"1033",1057,"Maryland",109.653,92.09,2020-03-28,"13"
"1034",1058,"Maryland",63.235,160.897,2020-04-04,"14"
"1035",1059,"Maryland",48.57,201.435,2020-04-11,"15"
"1036",1060,"Maryland",37.995,224.315,2020-04-18,"16"
"1037",1061,"Maryland",63.305,227.043,2020-04-25,"17"
"1038",1062,"Maryland",45.664,254.713,2020-05-02,"18"
"1039",1063,"Maryland",35.346,253.518,2020-05-09,"19"
"1040",1064,"Maryland",34.048,255.313,2020-05-16,"20"
"1041",1065,"Maryland",31.967,246.815,2020-05-23,"21"
"1042",1066,"Maryland",41.695,247.237,2020-05-30,"22"
"1043",1067,"Maryland",23.465,250.568,2020-06-06,"23"
"1044",1068,"Maryland",32.583,244.172,2020-06-13,"24"
"1045",1069,"Maryland",22.628,233.592,2020-06-20,"25"
"1046",1070,"Maryland",33.23,246.727,2020-06-27,"26"
"1047",1071,"Maryland",19.516,234.264,2020-07-04,"27"
"1048",1072,"Maryland",17.242,232.305,2020-07-11,"28"
"1049",1073,"Maryland",13.038,219.029,2020-07-18,"29"
"1050",1074,"Maryland",10.835,203.445,2020-07-25,"30"
"1051",1075,"Maryland",8.892,194.391,2020-08-01,"31"
"1052",1076,"Maryland",9.053,180.568,2020-08-08,"32"
"1053",1077,"Maryland",7.644,176.795,2020-08-15,"33"
"1054",1078,"Maryland",7.271,175.969,2020-08-22,"34"
"1055",1079,"Maryland",7.19,165.604,2020-08-29,"35"
"1056",1080,"Maryland",7.858,164.868,2020-09-05,"36"
"1057",1081,"Maryland",5.661,161.421,2020-09-12,"37"
"1058",1082,"Maryland",9.28,169.032,2020-09-19,"38"
"1059",1083,"Maryland",10.994,149.522,2020-09-26,"39"
"1060",1084,"Maryland",12.347,115.445,2020-10-03,"40"
"1061",1085,"Maryland",11.609,102.425,2020-10-10,"41"
"1062",1086,"Maryland",10.743,83.24,2020-10-17,"42"
"1063",1087,"Maryland",10.875,81.924,2020-10-24,"43"
"1064",1088,"Maryland",11.332,80.101,2020-10-31,"44"
"1065",1089,"Maryland",11.396,70.659,2020-11-07,"45"
"1066",1090,"Maryland",13.803,80.142,2020-11-14,"46"
"1067",1091,"Maryland",9.29,75.856,2020-11-21,"47"
"1068",1092,"Maryland",10.204,74.434,2020-11-28,"48"
"1069",1093,"Maryland",11.486,77.705,2020-12-05,"49"
"1070",1094,"Maryland",13.491,74.078,2020-12-12,"50"
"1071",1095,"Maryland",13.629,75.984,2020-12-19,"51"
"1072",1097,"Massachusetts",8.784,79.521,2020-01-04,"01"
"1073",1098,"Massachusetts",6.94,75.076,2020-01-11,"02"
"1074",1099,"Massachusetts",6.022,75.529,2020-01-18,"03"
"1075",1100,"Massachusetts",5.523,76.927,2020-01-25,"04"
"1076",1101,"Massachusetts",5.878,76.492,2020-02-01,"05"
"1077",1102,"Massachusetts",5.393,76.912,2020-02-08,"06"
"1078",1103,"Massachusetts",9.264,77.091,2020-02-15,"07"
"1079",1104,"Massachusetts",4.865,83.22,2020-02-22,"08"
"1080",1105,"Massachusetts",4.712,75.552,2020-02-29,"09"
"1081",1106,"Massachusetts",7.449,74.336,2020-03-07,"10"
"1082",1107,"Massachusetts",148.452,83.127,2020-03-14,"11"
"1083",1108,"Massachusetts",181.423,183.105,2020-03-21,"12"
"1084",1109,"Massachusetts",139.647,310.211,2020-03-28,"13"
"1085",1110,"Massachusetts",103.813,361.6,2020-04-04,"14"
"1086",1111,"Massachusetts",80.969,467.552,2020-04-11,"15"
"1087",1112,"Massachusetts",71.358,532.508,2020-04-18,"16"
"1088",1113,"Massachusetts",55.884,569.956,2020-04-25,"17"
"1089",1114,"Massachusetts",44.915,575.569,2020-05-02,"18"
"1090",1115,"Massachusetts",38.684,589.545,2020-05-09,"19"
"1091",1116,"Massachusetts",38.332,594.515,2020-05-16,"20"
"1092",1117,"Massachusetts",27.63,599.751,2020-05-23,"21"
"1093",1118,"Massachusetts",45.142,574.019,2020-05-30,"22"
"1094",1119,"Massachusetts",30.411,577.991,2020-06-06,"23"
"1095",1120,"Massachusetts",30.005,566.165,2020-06-13,"24"
"1096",1121,"Massachusetts",29.699,557.288,2020-06-20,"25"
"1097",1122,"Massachusetts",27.051,557.705,2020-06-27,"26"
"1098",1123,"Massachusetts",24.131,537.302,2020-07-04,"27"
"1099",1124,"Massachusetts",18.638,519.211,2020-07-11,"28"
"1100",1125,"Massachusetts",19.646,511.477,2020-07-18,"29"
"1101",1126,"Massachusetts",15.637,512.245,2020-07-25,"30"
"1102",1127,"Massachusetts",14.729,456.548,2020-08-01,"31"
"1103",1128,"Massachusetts",17.184,435.742,2020-08-08,"32"
"1104",1129,"Massachusetts",17.594,419.013,2020-08-15,"33"
"1105",1130,"Massachusetts",18.568,407.376,2020-08-22,"34"
"1106",1131,"Massachusetts",18.656,394.848,2020-08-29,"35"
"1107",1132,"Massachusetts",18.388,375.192,2020-09-05,"36"
"1108",1133,"Massachusetts",23.574,361.495,2020-09-12,"37"
"1109",1134,"Massachusetts",25.46,327.621,2020-09-19,"38"
"1110",1135,"Massachusetts",29.481,306.247,2020-09-26,"39"
"1111",1136,"Massachusetts",39.962,268.942,2020-10-03,"40"
"1112",1137,"Massachusetts",45.404,254.03,2020-10-10,"41"
"1113",1138,"Massachusetts",47.887,249.005,2020-10-17,"42"
"1114",1139,"Massachusetts",39.417,249.689,2020-10-24,"43"
"1115",1140,"Massachusetts",42.8,223.567,2020-10-31,"44"
"1116",1141,"Massachusetts",52.659,218.485,2020-11-07,"45"
"1117",1142,"Massachusetts",30.087,214.338,2020-11-14,"46"
"1118",1143,"Massachusetts",24.178,182.992,2020-11-21,"47"
"1119",1144,"Massachusetts",26.573,192.718,2020-11-28,"48"
"1120",1145,"Massachusetts",25.194,169.814,2020-12-05,"49"
"1121",1146,"Massachusetts",21.979,168.139,2020-12-12,"50"
"1122",1147,"Massachusetts",23.388,159.086,2020-12-19,"51"
"1123",1149,"Michigan",14.245,89.76,2020-01-04,"01"
"1124",1150,"Michigan",10.304,84.136,2020-01-11,"02"
"1125",1151,"Michigan",7.678,91.306,2020-01-18,"03"
"1126",1152,"Michigan",6.869,82.775,2020-01-25,"04"
"1127",1153,"Michigan",6.627,79.833,2020-02-01,"05"
"1128",1154,"Michigan",5.587,79.149,2020-02-08,"06"
"1129",1155,"Michigan",5.942,78.029,2020-02-15,"07"
"1130",1156,"Michigan",5.419,78.57,2020-02-22,"08"
"1131",1157,"Michigan",5.15,77.661,2020-02-29,"09"
"1132",1158,"Michigan",5.338,75.757,2020-03-07,"10"
"1133",1159,"Michigan",128.006,75.075,2020-03-14,"11"
"1134",1160,"Michigan",304.335,88.183,2020-03-21,"12"
"1135",1161,"Michigan",388.554,366.426,2020-03-28,"13"
"1136",1162,"Michigan",222.207,749.011,2020-04-04,"14"
"1137",1163,"Michigan",136.707,937.52,2020-04-11,"15"
"1138",1164,"Michigan",82.004,934.599,2020-04-18,"16"
"1139",1165,"Michigan",67.399,996.374,2020-04-25,"17"
"1140",1166,"Michigan",55.166,973.278,2020-05-02,"18"
"1141",1167,"Michigan",56.715,994.188,2020-05-09,"19"
"1142",1168,"Michigan",64.574,985.294,2020-05-16,"20"
"1143",1169,"Michigan",39.29,933.181,2020-05-23,"21"
"1144",1170,"Michigan",27.836,756.276,2020-05-30,"22"
"1145",1171,"Michigan",21.293,726.922,2020-06-06,"23"
"1146",1172,"Michigan",19.641,584.424,2020-06-13,"24"
"1147",1173,"Michigan",38.309,633.953,2020-06-20,"25"
"1148",1174,"Michigan",34.602,529.147,2020-06-27,"26"
"1149",1175,"Michigan",27.72,604.846,2020-07-04,"27"
"1150",1176,"Michigan",24.596,519.655,2020-07-11,"28"
"1151",1177,"Michigan",23.219,592.707,2020-07-18,"29"
"1152",1178,"Michigan",19.842,514.836,2020-07-25,"30"
"1153",1179,"Michigan",18.997,535.218,2020-08-01,"31"
"1154",1180,"Michigan",20.188,428.028,2020-08-08,"32"
"1155",1181,"Michigan",19.997,462.183,2020-08-15,"33"
"1156",1182,"Michigan",18.838,401.8,2020-08-22,"34"
"1157",1183,"Michigan",17.844,439.244,2020-08-29,"35"
"1158",1184,"Michigan",19.571,393.705,2020-09-05,"36"
"1159",1185,"Michigan",17.402,441.816,2020-09-12,"37"
"1160",1186,"Michigan",19.76,440.645,2020-09-19,"38"
"1161",1187,"Michigan",17.699,387.844,2020-09-26,"39"
"1162",1188,"Michigan",15.084,301.296,2020-10-03,"40"
"1163",1189,"Michigan",12.64,249.753,2020-10-10,"41"
"1164",1190,"Michigan",18.082,235.256,2020-10-17,"42"
"1165",1191,"Michigan",15.015,213.406,2020-10-24,"43"
"1166",1192,"Michigan",15.32,187.648,2020-10-31,"44"
"1167",1193,"Michigan",16.656,174.303,2020-11-07,"45"
"1168",1194,"Michigan",33.941,180.568,2020-11-14,"46"
"1169",1195,"Michigan",22.965,159.438,2020-11-21,"47"
"1170",1196,"Michigan",23.408,211.537,2020-11-28,"48"
"1171",1197,"Michigan",19.465,177.953,2020-12-05,"49"
"1172",1198,"Michigan",19.194,206.415,2020-12-12,"50"
"1173",1199,"Michigan",19.818,165.203,2020-12-19,"51"
"1174",1201,"Minnesota",5.933,66.377,2020-01-04,"01"
"1175",1202,"Minnesota",4.463,62.628,2020-01-11,"02"
"1176",1203,"Minnesota",3.931,61.704,2020-01-18,"03"
"1177",1204,"Minnesota",3.7,62.189,2020-01-25,"04"
"1178",1205,"Minnesota",4.108,64.105,2020-02-01,"05"
"1179",1206,"Minnesota",3.641,63.956,2020-02-08,"06"
"1180",1207,"Minnesota",3.539,62.2,2020-02-15,"07"
"1181",1208,"Minnesota",3.41,61.696,2020-02-22,"08"
"1182",1209,"Minnesota",3.488,62.767,2020-02-29,"09"
"1183",1210,"Minnesota",4.01,61.781,2020-03-07,"10"
"1184",1211,"Minnesota",115.773,66.787,2020-03-14,"11"
"1185",1212,"Minnesota",109.095,160.873,2020-03-21,"12"
"1186",1213,"Minnesota",110.26,248.023,2020-03-28,"13"
"1187",1214,"Minnesota",93.133,341.578,2020-04-04,"14"
"1188",1215,"Minnesota",74.829,391.284,2020-04-11,"15"
"1189",1216,"Minnesota",48.595,416.993,2020-04-18,"16"
"1190",1217,"Minnesota",41.492,420.212,2020-04-25,"17"
"1191",1218,"Minnesota",37.669,429.187,2020-05-02,"18"
"1192",1219,"Minnesota",28.893,427.69,2020-05-09,"19"
"1193",1220,"Minnesota",27.211,416.668,2020-05-16,"20"
"1194",1221,"Minnesota",21.654,397.899,2020-05-23,"21"
"1195",1222,"Minnesota",28.311,398.799,2020-05-30,"22"
"1196",1223,"Minnesota",24.696,371.93,2020-06-06,"23"
"1197",1224,"Minnesota",20.487,351.772,2020-06-13,"24"
"1198",1225,"Minnesota",19.373,337.382,2020-06-20,"25"
"1199",1226,"Minnesota",19.362,326.245,2020-06-27,"26"
"1200",1227,"Minnesota",21.637,332.04,2020-07-04,"27"
"1201",1228,"Minnesota",17.706,314.937,2020-07-11,"28"
"1202",1229,"Minnesota",15.311,305.53,2020-07-18,"29"
"1203",1230,"Minnesota",12.315,288.215,2020-07-25,"30"
"1204",1231,"Minnesota",9.087,259.525,2020-08-01,"31"
"1205",1232,"Minnesota",12.081,244.418,2020-08-08,"32"
"1206",1233,"Minnesota",10.817,231.989,2020-08-15,"33"
"1207",1234,"Minnesota",10.295,219.557,2020-08-22,"34"
"1208",1235,"Minnesota",11.038,212.993,2020-08-29,"35"
"1209",1236,"Minnesota",11.181,207.645,2020-09-05,"36"
"1210",1237,"Minnesota",10.901,192.217,2020-09-12,"37"
"1211",1238,"Minnesota",9.339,174.779,2020-09-19,"38"
"1212",1239,"Minnesota",9.697,152.536,2020-09-26,"39"
"1213",1240,"Minnesota",9.34,138.673,2020-10-03,"40"
"1214",1241,"Minnesota",9.833,122.976,2020-10-10,"41"
"1215",1242,"Minnesota",11.681,116.856,2020-10-17,"42"
"1216",1243,"Minnesota",12.499,110.584,2020-10-24,"43"
"1217",1244,"Minnesota",11.82,105.784,2020-10-31,"44"
"1218",1245,"Minnesota",15.428,104.687,2020-11-07,"45"
"1219",1246,"Minnesota",22.914,112.924,2020-11-14,"46"
"1220",1247,"Minnesota",24.527,114.715,2020-11-21,"47"
"1221",1248,"Minnesota",25.177,140.443,2020-11-28,"48"
"1222",1249,"Minnesota",16.019,135.667,2020-12-05,"49"
"1223",1250,"Minnesota",14.297,134.22,2020-12-12,"50"
"1224",1251,"Minnesota",16.271,129.135,2020-12-19,"51"
"1225",1253,"Mississippi",1.515,9.536,2020-01-04,"01"
"1226",1254,"Mississippi",1.135,8.804,2020-01-11,"02"
"1227",1255,"Mississippi",993,8.562,2020-01-18,"03"
"1228",1256,"Mississippi",963,8.674,2020-01-25,"04"
"1229",1257,"Mississippi",968,8.261,2020-02-01,"05"
"1230",1258,"Mississippi",861,8.216,2020-02-08,"06"
"1231",1259,"Mississippi",827,7.922,2020-02-15,"07"
"1232",1260,"Mississippi",744,7.842,2020-02-22,"08"
"1233",1261,"Mississippi",879,7.416,2020-02-29,"09"
"1234",1262,"Mississippi",1.147,7.098,2020-03-07,"10"
"1235",1263,"Mississippi",5.519,6.667,2020-03-14,"11"
"1236",1264,"Mississippi",32.015,9.581,2020-03-21,"12"
"1237",1265,"Mississippi",45.852,29.373,2020-03-28,"13"
"1238",1266,"Mississippi",45.748,60.737,2020-04-04,"14"
"1239",1267,"Mississippi",36.913,93.005,2020-04-11,"15"
"1240",1268,"Mississippi",29.906,135.722,2020-04-18,"16"
"1241",1269,"Mississippi",25.745,162.078,2020-04-25,"17"
"1242",1270,"Mississippi",23.618,208.27,2020-05-02,"18"
"1243",1271,"Mississippi",24.242,189.886,2020-05-09,"19"
"1244",1272,"Mississippi",23.856,184.15,2020-05-16,"20"
"1245",1273,"Mississippi",24.014,174.808,2020-05-23,"21"
"1246",1274,"Mississippi",21.283,148.902,2020-05-30,"22"
"1247",1275,"Mississippi",18.407,123.192,2020-06-06,"23"
"1248",1276,"Mississippi",15.23,97.069,2020-06-13,"24"
"1249",1277,"Mississippi",13.673,147.624,2020-06-20,"25"
"1250",1278,"Mississippi",11.266,137.33,2020-06-27,"26"
"1251",1279,"Mississippi",12.223,100.191,2020-07-04,"27"
"1252",1280,"Mississippi",12.094,122.686,2020-07-11,"28"
"1253",1281,"Mississippi",9.169,104.109,2020-07-18,"29"
"1254",1282,"Mississippi",6.777,121.168,2020-07-25,"30"
"1255",1283,"Mississippi",5.452,138.762,2020-08-01,"31"
"1256",1284,"Mississippi",6.496,95.913,2020-08-08,"32"
"1257",1285,"Mississippi",4.496,90.458,2020-08-15,"33"
"1258",1286,"Mississippi",4.465,84.48,2020-08-22,"34"
"1259",1287,"Mississippi",4.363,95.012,2020-08-29,"35"
"1260",1288,"Mississippi",4.535,87.107,2020-09-05,"36"
"1261",1289,"Mississippi",5.18,84.253,2020-09-12,"37"
"1262",1290,"Mississippi",4.653,75.175,2020-09-19,"38"
"1263",1291,"Mississippi",4.032,68.735,2020-09-26,"39"
"1264",1292,"Mississippi",3.657,56.309,2020-10-03,"40"
"1265",1293,"Mississippi",3.609,52.168,2020-10-10,"41"
"1266",1294,"Mississippi",3.231,46.448,2020-10-17,"42"
"1267",1295,"Mississippi",3.619,41.44,2020-10-24,"43"
"1268",1296,"Mississippi",3.69,38.767,2020-10-31,"44"
"1269",1297,"Mississippi",3.364,35.034,2020-11-07,"45"
"1270",1298,"Mississippi",3.879,32.639,2020-11-14,"46"
"1271",1299,"Mississippi",3.373,29.74,2020-11-21,"47"
"1272",1300,"Mississippi",5.075,31.543,2020-11-28,"48"
"1273",1301,"Mississippi",5.09,28.911,2020-12-05,"49"
"1274",1302,"Mississippi",4.639,28.001,2020-12-12,"50"
"1275",1303,"Mississippi",5.205,28.218,2020-12-19,"51"
"1276",1305,"Missouri",10.913,30.14,2020-01-04,"01"
"1277",1306,"Missouri",4.938,29.945,2020-01-11,"02"
"1278",1307,"Missouri",5.474,29.17,2020-01-18,"03"
"1279",1308,"Missouri",4.801,29.854,2020-01-25,"04"
"1280",1309,"Missouri",3.67,27.906,2020-02-01,"05"
"1281",1310,"Missouri",3.363,27.362,2020-02-08,"06"
"1282",1311,"Missouri",3.063,27.035,2020-02-15,"07"
"1283",1312,"Missouri",2.732,26.949,2020-02-22,"08"
"1284",1313,"Missouri",2.994,25.225,2020-02-29,"09"
"1285",1314,"Missouri",4.016,22.381,2020-03-07,"10"
"1286",1315,"Missouri",42.246,21.538,2020-03-14,"11"
"1287",1316,"Missouri",104.291,49.47,2020-03-21,"12"
"1288",1317,"Missouri",91.458,121.467,2020-03-28,"13"
"1289",1318,"Missouri",102.126,178.71,2020-04-04,"14"
"1290",1319,"Missouri",59.602,227.557,2020-04-11,"15"
"1291",1320,"Missouri",55.299,255.798,2020-04-18,"16"
"1292",1321,"Missouri",52.527,246.663,2020-04-25,"17"
"1293",1322,"Missouri",31.145,266.23,2020-05-02,"18"
"1294",1323,"Missouri",28.244,261.84,2020-05-09,"19"
"1295",1324,"Missouri",27.436,255.374,2020-05-16,"20"
"1296",1325,"Missouri",20.65,242.173,2020-05-23,"21"
"1297",1326,"Missouri",19.907,236.531,2020-05-30,"22"
"1298",1327,"Missouri",18.912,218.596,2020-06-06,"23"
"1299",1328,"Missouri",17.358,210.195,2020-06-13,"24"
"1300",1329,"Missouri",20.008,204.121,2020-06-20,"25"
"1301",1330,"Missouri",17.685,205.12,2020-06-27,"26"
"1302",1331,"Missouri",16.883,197.311,2020-07-04,"27"
"1303",1332,"Missouri",12.332,177.15,2020-07-11,"28"
"1304",1333,"Missouri",14.938,182.144,2020-07-18,"29"
"1305",1334,"Missouri",10.9,175.874,2020-07-25,"30"
"1306",1335,"Missouri",9.015,147.017,2020-08-01,"31"
"1307",1336,"Missouri",10.654,132.73,2020-08-08,"32"
"1308",1337,"Missouri",9.283,118.713,2020-08-15,"33"
"1309",1338,"Missouri",10.509,105.318,2020-08-22,"34"
"1310",1339,"Missouri",10.891,97.082,2020-08-29,"35"
"1311",1340,"Missouri",8.936,86.832,2020-09-05,"36"
"1312",1341,"Missouri",8.153,77.725,2020-09-12,"37"
"1313",1342,"Missouri",7.353,71.313,2020-09-19,"38"
"1314",1343,"Missouri",8.945,70.47,2020-09-26,"39"
"1315",1344,"Missouri",10.522,60.725,2020-10-03,"40"
"1316",1345,"Missouri",8.728,57.846,2020-10-10,"41"
"1317",1346,"Missouri",7.802,56.392,2020-10-17,"42"
"1318",1347,"Missouri",8.158,55.448,2020-10-24,"43"
"1319",1348,"Missouri",7.635,50.16,2020-10-31,"44"
"1320",1349,"Missouri",8.348,46.033,2020-11-07,"45"
"1321",1350,"Missouri",10.616,45.547,2020-11-14,"46"
"1322",1351,"Missouri",8.595,43.242,2020-11-21,"47"
"1323",1352,"Missouri",10.569,49.277,2020-11-28,"48"
"1324",1353,"Missouri",9.223,45.336,2020-12-05,"49"
"1325",1354,"Missouri",9.736,44.392,2020-12-12,"50"
"1326",1355,"Missouri",13.841,43.407,2020-12-19,"51"
"1327",1357,"Montana",1.755,11.756,2020-01-04,"01"
"1328",1358,"Montana",1.236,11.254,2020-01-11,"02"
"1329",1359,"Montana",922,11.83,2020-01-18,"03"
"1330",1360,"Montana",902,11.527,2020-01-25,"04"
"1331",1361,"Montana",935,11.489,2020-02-01,"05"
"1332",1362,"Montana",921,11.479,2020-02-08,"06"
"1333",1363,"Montana",795,11.308,2020-02-15,"07"
"1334",1364,"Montana",695,11.296,2020-02-22,"08"
"1335",1365,"Montana",714,10.782,2020-02-29,"09"
"1336",1366,"Montana",817,10.112,2020-03-07,"10"
"1337",1367,"Montana",15.349,9.818,2020-03-14,"11"
"1338",1368,"Montana",20.763,19.099,2020-03-21,"12"
"1339",1369,"Montana",21.244,36.819,2020-03-28,"13"
"1340",1370,"Montana",14.275,53.482,2020-04-04,"14"
"1341",1371,"Montana",11.176,65.073,2020-04-11,"15"
"1342",1372,"Montana",7.052,67.473,2020-04-18,"16"
"1343",1373,"Montana",4.596,63.134,2020-04-25,"17"
"1344",1374,"Montana",3.762,58.905,2020-05-02,"18"
"1345",1375,"Montana",3.66,53.786,2020-05-09,"19"
"1346",1376,"Montana",3.821,49.917,2020-05-16,"20"
"1347",1377,"Montana",3.054,48.506,2020-05-23,"21"
"1348",1378,"Montana",3.078,46.305,2020-05-30,"22"
"1349",1379,"Montana",3.157,44.298,2020-06-06,"23"
"1350",1380,"Montana",2.997,42.681,2020-06-13,"24"
"1351",1381,"Montana",2.695,41.027,2020-06-20,"25"
"1352",1382,"Montana",2.788,39.032,2020-06-27,"26"
"1353",1383,"Montana",2.99,39.084,2020-07-04,"27"
"1354",1384,"Montana",2.735,36.715,2020-07-11,"28"
"1355",1385,"Montana",2.388,34.702,2020-07-18,"29"
"1356",1386,"Montana",1.875,33.45,2020-07-25,"30"
"1357",1387,"Montana",1.642,27.583,2020-08-01,"31"
"1358",1388,"Montana",1.96,27.84,2020-08-08,"32"
"1359",1389,"Montana",2.32,26.318,2020-08-15,"33"
"1360",1390,"Montana",2.532,25.236,2020-08-22,"34"
"1361",1391,"Montana",2.911,24.177,2020-08-29,"35"
"1362",1392,"Montana",2.985,22.976,2020-09-05,"36"
"1363",1393,"Montana",3.221,22.38,2020-09-12,"37"
"1364",1394,"Montana",3.253,20.195,2020-09-19,"38"
