,State,Filed week ended,Initial Claims,Refelcting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,Unnamed: 7,Unnamed: 8
987,Louisiana,11-28-2020,11.78,11/21/2020,74.863,"1,887,456",1997-03-01 00:00:00,,
988,Louisiana,,9.114,11/28/2020,75.004,"1,887,456",1997-03-01 00:00:00,,
989,Louisiana,,9.289,12.05.2020,66.81,"1,887,456",1954-03-01 00:00:00,,
990,Louisiana,12-19-2020,7.926,12.12.2020,64.448,"1,887,456",1941-03-01 00:00:00,,
991,Louisiana,12-26-2020,8.246,12/19/2020,60.641,"1,887,456",2021-03-01 00:00:00,,
992,Maine,,1.663,12/28/2019,7.828,601.875,1930-01-01 00:00:00,,
993,Maine,,1.561,01.04.2020,7.832,602.736,1930-01-01 00:00:00,,
994,Maine,01-18-2020,959,01.11.2020,8.661,602.736,1944-01-01 00:00:00,,
995,Maine,01-25-2020,944,01/18/2020,8.457,602.736,1940-01-01 00:00:00,,
996,Maine,,881,01/25/2020,8.916,602.736,1948-01-01 00:00:00,,
997,Maine,,702,02.01.2020,8.809,602.736,1946-01-01 00:00:00,,
998,Maine,02-15-2020,790,02.08.2020,8.896,602.736,1948-01-01 00:00:00,,
999,Maine,02-22-2020,737,02/15/2020,8.624,602.736,1943-01-01 00:00:00,,
1000,Maine,02-29-2020,862,02/22/2020,9.007,602.736,1949-01-01 00:00:00,,
1001,Maine,,715,02/29/2020,8.739,602.736,1945-01-01 00:00:00,,
1002,Maine,03-14-2020,634,03.07.2020,8.451,602.736,1940-01-01 00:00:00,,
1003,Maine,03-21-2020,21.459,03/14/2020,8.703,602.736,1944-01-01 00:00:00,,
1004,Maine,03-28-2020,23.77,03/21/2020,21.967,602.736,1964-03-01 00:00:00,,
1005,Maine,,30.91,03/28/2020,41.339,602.736,1986-06-01 00:00:00,,
1006,Maine,,13.488,04.04.2020,55.723,603.932,2023-09-01 00:00:00,,
1007,Maine,04-18-2020,11.769,04.11.2020,66.525,603.932,2021-02-11 00:00:00,,
1008,Maine,04-25-2020,7.661,04/18/2020,73.141,603.932,2021-11-12 00:00:00,,
1009,Maine,,6.993,04/25/2020,76.773,603.932,1971-12-01 00:00:00,,
1010,Maine,,5.579,05.02.2020,87.28,603.932,14.45,,
1011,Maine,05-16-2020,4.726,05.09.2020,92.207,603.932,15.27,,
1012,Maine,05-23-2020,16.667,05/16/2020,138.219,603.932,22.89,,
1013,Maine,05-30-2020,11.151,05/23/2020,162.256,603.932,26.87,,
1014,Maine,,3.117,05/30/2020,78.247,603.932,1996-12-01 00:00:00,,
1015,Maine,06-13-2020,3.013,06.06.2020,66.966,603.932,2021-09-11 00:00:00,,
1016,Maine,06-20-2020,2.911,06/13/2020,64.717,603.932,1972-10-01 00:00:00,,
1017,Maine,06-27-2020,3.119,06/20/2020,62.989,603.932,1943-10-01 00:00:00,,
1018,Maine,,2.939,06/27/2020,63.635,603.932,1954-10-01 00:00:00,,
1019,Maine,,4.696,07.04.2020,60.623,607.641,1998-09-01 00:00:00,,
1020,Maine,07-18-2020,2.276,07.11.2020,60.614,607.641,1998-09-01 00:00:00,,
1021,Maine,07-25-2020,2.014,07/18/2020,62.377,607.641,2027-10-01 00:00:00,,
1022,Maine,,1.722,07/25/2020,53.48,607.641,1980-08-01 00:00:00,,
1023,Maine,,1.734,08.01.2020,50.885,607.641,1937-08-01 00:00:00,,
1024,Maine,08-15-2020,1.332,08.08.2020,46.605,607.641,1967-07-01 00:00:00,,
1025,Maine,08-22-2020,1.12,08/15/2020,41.459,607.641,1982-06-01 00:00:00,,
1026,Maine,08-29-2020,1.248,08/22/2020,38.919,607.641,1940-06-01 00:00:00,,
1027,Maine,,1.15,08/29/2020,36.2,607.641,1996-05-01 00:00:00,,
1028,Maine,,1.435,09.05.2020,30.612,607.641,2021-04-05 00:00:00,,
1029,Maine,09-19-2020,1.431,09.12.2020,28.071,607.641,1962-04-01 00:00:00,,
1030,Maine,09-26-2020,1.584,09/19/2020,24.701,607.641,2021-07-04 00:00:00,,
1031,Maine,,1.702,09/26/2020,22.893,607.641,1977-03-01 00:00:00,,
1032,Maine,,1.549,10.03.2020,19.723,605.947,2025-03-01 00:00:00,,
1033,Maine,10-17-2020,1.346,10.10.2020,15.901,605.947,1962-02-01 00:00:00,,
1034,Maine,10-24-2020,1.479,10/17/2020,15.286,605.947,1952-02-01 00:00:00,,
1035,Maine,10-31-2020,1.696,10/24/2020,13.234,605.947,2018-02-01 00:00:00,,
1036,Maine,,2.264,10/31/2020,12.917,605.947,2013-02-01 00:00:00,,
1037,Maine,11-14-2020,1.997,11.07.2020,11.998,605.947,1998-01-01 00:00:00,,
1038,Maine,11-21-2020,2.254,11/14/2020,12.07,605.947,1999-01-01 00:00:00,,
1039,Maine,11-28-2020,1.944,11/21/2020,11.948,605.947,1997-01-01 00:00:00,,
1040,Maine,,3.005,11/28/2020,12.93,605.947,2013-02-01 00:00:00,,
1041,Maine,,3.125,12.05.2020,14.254,605.947,1935-02-01 00:00:00,,
1042,Maine,12-19-2020,2.98,12.12.2020,14.624,605.947,1941-02-01 00:00:00,,
1043,Maine,12-26-2020,2.667,12/19/2020,13.693,605.947,2026-02-01 00:00:00,,
1044,Maryland,,3.997,12/28/2019,30.571,"2,547,265",2020-01-01 00:00:00,,
1045,Maryland,,4.627,01.04.2020,31.292,"2,549,408",2023-01-01 00:00:00,,
1046,Maryland,01-18-2020,3.739,01.11.2020,29.203,"2,549,408",2015-01-01 00:00:00,,
1047,Maryland,01-25-2020,3.283,01/18/2020,29.231,"2,549,408",2015-01-01 00:00:00,,
1048,Maryland,,3.203,01/25/2020,29.788,"2,549,408",2017-01-01 00:00:00,,
1049,Maryland,,3.15,02.01.2020,29.342,"2,549,408",2015-01-01 00:00:00,,
1050,Maryland,02-15-2020,3.048,02.08.2020,29.219,"2,549,408",2015-01-01 00:00:00,,
1051,Maryland,02-22-2020,2.7,02/15/2020,29.095,"2,549,408",2014-01-01 00:00:00,,
1052,Maryland,02-29-2020,2.626,02/22/2020,28.412,"2,549,408",2021-11-01 00:00:00,,
1053,Maryland,,2.675,02/29/2020,28.061,"2,549,408",2021-10-01 00:00:00,,
1054,Maryland,03-14-2020,3.864,03.07.2020,27.039,"2,549,408",2021-06-01 00:00:00,,
1055,Maryland,03-21-2020,42.982,03/14/2020,26.46,"2,549,408",2021-04-01 00:00:00,,
1056,Maryland,03-28-2020,85.377,03/21/2020,47.954,"2,549,408",1988-01-01 00:00:00,,
1057,Maryland,,109.653,03/28/2020,92.09,"2,549,408",1961-03-01 00:00:00,,
1058,Maryland,,63.235,04.04.2020,160.897,"2,555,073",1930-06-01 00:00:00,,
1059,Maryland,04-18-2020,48.57,04.11.2020,201.435,"2,555,073",1988-07-01 00:00:00,,
1060,Maryland,04-25-2020,37.995,04/18/2020,224.315,"2,555,073",1978-08-01 00:00:00,,
1061,Maryland,,63.305,04/25/2020,227.043,"2,555,073",1989-08-01 00:00:00,,
1062,Maryland,,45.664,05.02.2020,254.713,"2,555,073",1997-09-01 00:00:00,,
1063,Maryland,05-16-2020,35.346,05.09.2020,253.518,"2,555,073",1992-09-01 00:00:00,,
1064,Maryland,05-23-2020,34.048,05/16/2020,255.313,"2,555,073",1999-09-01 00:00:00,,
1065,Maryland,05-30-2020,31.967,05/23/2020,246.815,"2,555,073",1966-09-01 00:00:00,,
1066,Maryland,,41.695,05/30/2020,247.237,"2,555,073",1968-09-01 00:00:00,,
1067,Maryland,06-13-2020,23.465,06.06.2020,250.568,"2,555,073",1981-09-01 00:00:00,,
1068,Maryland,06-20-2020,32.583,06/13/2020,244.172,"2,555,073",1956-09-01 00:00:00,,
1069,Maryland,06-27-2020,22.628,06/20/2020,233.592,"2,555,073",2014-09-01 00:00:00,,
1070,Maryland,,33.23,06/27/2020,246.727,"2,555,073",1966-09-01 00:00:00,,
1071,Maryland,,19.516,07.04.2020,234.264,"2,551,522",2018-09-01 00:00:00,,
1072,Maryland,07-18-2020,17.242,07.11.2020,232.305,"2,551,522",2021-10-09 00:00:00,,
1073,Maryland,07-25-2020,13.038,07/18/2020,219.029,"2,551,522",1958-08-01 00:00:00,,
1074,Maryland,,10.835,07/25/2020,203.445,"2,551,522",1997-07-01 00:00:00,,
1075,Maryland,,8.892,08.01.2020,194.391,"2,551,522",1962-07-01 00:00:00,,
1076,Maryland,08-15-2020,9.053,08.08.2020,180.568,"2,551,522",2021-08-07 00:00:00,,
1077,Maryland,08-22-2020,7.644,08/15/2020,176.795,"2,551,522",1993-06-01 00:00:00,,
1078,Maryland,08-29-2020,7.271,08/22/2020,175.969,"2,551,522",1990-06-01 00:00:00,,
1079,Maryland,,7.19,08/29/2020,165.604,"2,551,522",1949-06-01 00:00:00,,
1080,Maryland,,7.858,09.05.2020,164.868,"2,551,522",1946-06-01 00:00:00,,
1081,Maryland,09-19-2020,5.661,09.12.2020,161.421,"2,551,522",1933-06-01 00:00:00,,
1082,Maryland,09-26-2020,9.28,09/19/2020,169.032,"2,551,522",1962-06-01 00:00:00,,
1083,Maryland,,10.994,09/26/2020,149.522,"2,551,522",1986-05-01 00:00:00,,
1084,Maryland,,12.347,10.03.2020,115.445,"2,466,552",1968-04-01 00:00:00,,
1085,Maryland,10-17-2020,11.609,10.10.2020,102.425,"2,466,552",2015-04-01 00:00:00,,
1086,Maryland,10-24-2020,10.743,10/17/2020,83.24,"2,466,552",1937-03-01 00:00:00,,
1087,Maryland,10-31-2020,10.875,10/24/2020,81.924,"2,466,552",1932-03-01 00:00:00,,
1088,Maryland,,11.332,10/31/2020,80.101,"2,466,552",2025-03-01 00:00:00,,
1089,Maryland,11-14-2020,11.396,11.07.2020,70.659,"2,466,552",1986-02-01 00:00:00,,
1090,Maryland,11-21-2020,13.803,11/14/2020,80.142,"2,466,552",2025-03-01 00:00:00,,
1091,Maryland,11-28-2020,9.29,11/21/2020,75.856,"2,466,552",2021-08-03 00:00:00,,
1092,Maryland,,10.204,11/28/2020,74.434,"2,466,552",2021-02-03 00:00:00,,
1093,Maryland,,11.486,12.05.2020,77.705,"2,466,552",2015-03-01 00:00:00,,
1094,Maryland,12-19-2020,13.491,12.12.2020,74.078,"2,466,552",3.00,,
1095,Maryland,12-26-2020,13.629,12/19/2020,75.984,"2,466,552",2021-08-03 00:00:00,,
1096,Massachusetts,,9.464,12/28/2019,76.528,"3,546,144",2016-02-01 00:00:00,,
1097,Massachusetts,,8.784,01.04.2020,79.521,"3,557,761",2024-02-01 00:00:00,,
1098,Massachusetts,01-18-2020,6.94,01.11.2020,75.076,"3,557,761",2021-11-02 00:00:00,,
1099,Massachusetts,01-25-2020,6.022,01/18/2020,75.529,"3,557,761",2021-12-02 00:00:00,,
1100,Massachusetts,,5.523,01/25/2020,76.927,"3,557,761",2016-02-01 00:00:00,,
1101,Massachusetts,,5.878,02.01.2020,76.492,"3,557,761",2015-02-01 00:00:00,,
1102,Massachusetts,02-15-2020,5.393,02.08.2020,76.912,"3,557,761",2016-02-01 00:00:00,,
1103,Massachusetts,02-22-2020,9.264,02/15/2020,77.091,"3,557,761",2017-02-01 00:00:00,,
1104,Massachusetts,02-29-2020,4.865,02/22/2020,83.22,"3,557,761",1934-02-01 00:00:00,,
1105,Massachusetts,,4.712,02/29/2020,75.552,"3,557,761",2021-12-02 00:00:00,,
1106,Massachusetts,03-14-2020,7.449,03.07.2020,74.336,"3,557,761",2021-09-02 00:00:00,,
1107,Massachusetts,03-21-2020,148.452,03/14/2020,83.127,"3,557,761",1934-02-01 00:00:00,,
1108,Massachusetts,03-28-2020,181.423,03/21/2020,183.105,"3,557,761",2015-05-01 00:00:00,,
1109,Massachusetts,,139.647,03/28/2020,310.211,"3,557,761",1972-08-01 00:00:00,,
1110,Massachusetts,,103.813,04.04.2020,361.6,"3,568,892",2013-10-01 00:00:00,,
1111,Massachusetts,04-18-2020,80.969,04.11.2020,467.552,"3,568,892",2021-10-13 00:00:00,,
1112,Massachusetts,04-25-2020,71.358,04/18/2020,532.508,"3,568,892",14.92,,
1113,Massachusetts,,55.884,04/25/2020,569.956,"3,568,892",15.97,,
1114,Massachusetts,,44.915,05.02.2020,575.569,"3,568,892",16.13,,
1115,Massachusetts,05-16-2020,38.684,05.09.2020,589.545,"3,568,892",16.52,,
1116,Massachusetts,05-23-2020,38.332,05/16/2020,594.515,"3,568,892",16.66,,
1117,Massachusetts,05-30-2020,27.63,05/23/2020,599.751,"3,568,892",16.80,,
1118,Massachusetts,,45.142,05/30/2020,574.019,"3,568,892",2021-08-16 00:00:00,,
1119,Massachusetts,06-13-2020,30.411,06.06.2020,577.991,"3,568,892",16.20,,
1120,Massachusetts,06-20-2020,30.005,06/13/2020,566.165,"3,568,892",15.86,,
1121,Massachusetts,06-27-2020,29.699,06/20/2020,557.288,"3,568,892",15.62,,
1122,Massachusetts,,27.051,06/27/2020,557.705,"3,568,892",15.63,,
1123,Massachusetts,,24.131,07.04.2020,537.302,"3,578,753",2021-01-15 00:00:00,,
1124,Massachusetts,07-18-2020,18.638,07.11.2020,519.211,"3,578,753",14.51,,
1125,Massachusetts,07-25-2020,19.646,07/18/2020,511.477,"3,578,753",14.29,,
1126,Massachusetts,,15.637,07/25/2020,512.245,"3,578,753",14.31,,
1127,Massachusetts,,14.729,08.01.2020,456.548,"3,578,753",1976-12-01 00:00:00,,
1128,Massachusetts,08-15-2020,17.184,08.08.2020,435.742,"3,578,753",2018-12-01 00:00:00,,
1129,Massachusetts,08-22-2020,17.594,08/15/2020,419.013,"3,578,753",1971-11-01 00:00:00,,
1130,Massachusetts,08-29-2020,18.568,08/22/2020,407.376,"3,578,753",1938-11-01 00:00:00,,
1131,Massachusetts,,18.656,08/29/2020,394.848,"3,578,753",2021-03-11 00:00:00,,
1132,Massachusetts,,18.388,09.05.2020,375.192,"3,578,753",1948-10-01 00:00:00,,
1133,Massachusetts,09-19-2020,23.574,09.12.2020,361.495,"3,578,753",2021-10-10 00:00:00,,
1134,Massachusetts,09-26-2020,25.46,09/19/2020,327.621,"3,578,753",2015-09-01 00:00:00,,
1135,Massachusetts,,29.481,09/26/2020,306.247,"3,578,753",1956-08-01 00:00:00,,
1136,Massachusetts,,39.962,10.03.2020,268.942,"3,578,753",1951-07-01 00:00:00,,
1137,Massachusetts,10-17-2020,45.404,10.10.2020,254.03,"3,589,092",2021-08-07 00:00:00,,
1138,Massachusetts,10-24-2020,47.887,10/17/2020,249.005,"3,589,092",1994-06-01 00:00:00,,
1139,Massachusetts,10-31-2020,39.417,10/24/2020,249.689,"3,589,092",1996-06-01 00:00:00,,
1140,Massachusetts,,42.8,10/31/2020,223.567,"3,589,092",2023-06-01 00:00:00,,
1141,Massachusetts,11-14-2020,52.659,11.07.2020,218.485,"3,589,092",2021-09-06 00:00:00,,
1142,Massachusetts,11-21-2020,30.087,11/14/2020,214.338,"3,589,092",1997-05-01 00:00:00,,
1143,Massachusetts,11-28-2020,24.178,11/21/2020,182.992,"3,589,092",2021-10-05 00:00:00,,
1144,Massachusetts,,26.573,11/28/2020,192.718,"3,589,092",1937-05-01 00:00:00,,
1145,Massachusetts,,25.194,12.05.2020,169.814,"3,589,092",1973-04-01 00:00:00,,
1146,Massachusetts,12-19-2020,21.979,12.12.2020,168.139,"3,589,092",1968-04-01 00:00:00,,
1147,Massachusetts,12-26-2020,23.388,12/19/2020,159.086,"3,589,092",1943-04-01 00:00:00,,
1148,Michigan,,13.207,12/28/2019,72.103,"4,298,761",1968-01-01 00:00:00,,
1149,Michigan,,14.245,01.04.2020,89.76,"4,302,198",2021-09-02 00:00:00,,
1150,Michigan,01-18-2020,10.304,01.11.2020,84.136,"4,302,198",1996-01-01 00:00:00,,
1151,Michigan,01-25-2020,7.678,01/18/2020,91.306,"4,302,198",2021-12-02 00:00:00,,
1152,Michigan,,6.869,01/25/2020,82.775,"4,302,198",1992-01-01 00:00:00,,
1153,Michigan,,6.627,02.01.2020,79.833,"4,302,198",1986-01-01 00:00:00,,
1154,Michigan,02-15-2020,5.587,02.08.2020,79.149,"4,302,198",1984-01-01 00:00:00,,
1155,Michigan,02-22-2020,5.942,02/15/2020,78.029,"4,302,198",1981-01-01 00:00:00,,
1156,Michigan,02-29-2020,5.419,02/22/2020,78.57,"4,302,198",1983-01-01 00:00:00,,
1157,Michigan,,5.15,02/29/2020,77.661,"4,302,198",1981-01-01 00:00:00,,
1158,Michigan,03-14-2020,5.338,03.07.2020,75.757,"4,302,198",1976-01-01 00:00:00,,
1159,Michigan,03-21-2020,128.006,03/14/2020,75.075,"4,302,198",1975-01-01 00:00:00,,
1160,Michigan,03-28-2020,304.335,03/21/2020,88.183,"4,302,198",2021-05-02 00:00:00,,
1161,Michigan,,388.554,03/28/2020,366.426,"4,302,198",1952-08-01 00:00:00,,
1162,Michigan,,222.207,04.04.2020,749.011,"4,305,711",17.40,,
1163,Michigan,04-18-2020,136.707,04.11.2020,937.52,"4,305,711",21.77,,
1164,Michigan,04-25-2020,82.004,04/18/2020,934.599,"4,305,711",21.71,,
1165,Michigan,,67.399,04/25/2020,996.374,"4,305,711",23.14,,
1166,Michigan,,55.166,05.02.2020,973.278,"4,305,711",22.60,,
1167,Michigan,05-16-2020,56.715,05.09.2020,994.188,"4,305,711",2021-09-23 00:00:00,,
1168,Michigan,05-23-2020,64.574,05/16/2020,985.294,"4,305,711",22.88,,
1169,Michigan,05-30-2020,39.29,05/23/2020,933.181,"4,305,711",21.67,,
1170,Michigan,,27.836,05/30/2020,756.276,"4,305,711",17.56,,
1171,Michigan,06-13-2020,21.293,06.06.2020,726.922,"4,305,711",16.88,,
1172,Michigan,06-20-2020,19.641,06/13/2020,584.424,"4,305,711",13.57,,
1173,Michigan,06-27-2020,38.309,06/20/2020,633.953,"4,305,711",14.72,,
1174,Michigan,,34.602,06/27/2020,529.147,"4,305,711",2029-12-01 00:00:00,,
1175,Michigan,,27.72,07.04.2020,604.846,"4,305,848",2021-05-14 00:00:00,,
1176,Michigan,07-18-2020,24.596,07.11.2020,519.655,"4,305,848",2021-07-12 00:00:00,,
1177,Michigan,07-25-2020,23.219,07/18/2020,592.707,"4,305,848",13.77,,
1178,Michigan,,19.842,07/25/2020,514.836,"4,305,848",1996-11-01 00:00:00,,
1179,Michigan,,18.997,08.01.2020,535.218,"4,305,848",1943-12-01 00:00:00,,
1180,Michigan,08-15-2020,20.188,08.08.2020,428.028,"4,305,848",1994-09-01 00:00:00,,
1181,Michigan,08-22-2020,19.997,08/15/2020,462.183,"4,305,848",1973-10-01 00:00:00,,
1182,Michigan,08-29-2020,18.838,08/22/2020,401.8,"4,305,848",1933-09-01 00:00:00,,
1183,Michigan,,17.844,08/29/2020,439.244,"4,305,848",2020-10-01 00:00:00,,
1184,Michigan,,19.571,09.05.2020,393.705,"4,305,848",2014-09-01 00:00:00,,
1185,Michigan,09-19-2020,17.402,09.12.2020,441.816,"4,305,848",2026-10-01 00:00:00,,
1186,Michigan,09-26-2020,19.76,09/19/2020,440.645,"4,305,848",2023-10-01 00:00:00,,
1187,Michigan,,17.699,09/26/2020,387.844,"4,305,848",2021-01-09 00:00:00,,
1188,Michigan,,15.084,10.03.2020,301.296,"4,304,929",7.00,,
1189,Michigan,10-17-2020,12.64,10.10.2020,249.753,"4,304,929",1980-05-01 00:00:00,,
1190,Michigan,10-24-2020,18.082,10/17/2020,235.256,"4,304,929",1946-05-01 00:00:00,,
1191,Michigan,10-31-2020,15.015,10/24/2020,213.406,"4,304,929",1996-04-01 00:00:00,,
1192,Michigan,,15.32,10/31/2020,187.648,"4,304,929",1936-04-01 00:00:00,,
1193,Michigan,11-14-2020,16.656,11.07.2020,174.303,"4,304,929",2021-05-04 00:00:00,,
1194,Michigan,11-21-2020,33.941,11/14/2020,180.568,"4,304,929",2019-04-01 00:00:00,,
1195,Michigan,11-28-2020,22.965,11/21/2020,159.438,"4,304,929",1970-03-01 00:00:00,,
1196,Michigan,,23.408,11/28/2020,211.537,"4,304,929",1991-04-01 00:00:00,,
1197,Michigan,,19.465,12.05.2020,177.953,"4,304,929",2013-04-01 00:00:00,,
1198,Michigan,12-19-2020,19.194,12.12.2020,206.415,"4,304,929",1979-04-01 00:00:00,,
1199,Michigan,12-26-2020,19.818,12/19/2020,165.203,"4,304,929",1984-03-01 00:00:00,,
1200,Minnesota,,7.293,12/28/2019,68.226,"2,853,412",1939-02-01 00:00:00,,
1201,Minnesota,,5.933,01.04.2020,66.377,"2,859,937",1932-02-01 00:00:00,,
1202,Minnesota,01-18-2020,4.463,01.11.2020,62.628,"2,859,937",2019-02-01 00:00:00,,
1203,Minnesota,01-25-2020,3.931,01/18/2020,61.704,"2,859,937",2016-02-01 00:00:00,,
1204,Minnesota,,3.7,01/25/2020,62.189,"2,859,937",2017-02-01 00:00:00,,
1205,Minnesota,,4.108,02.01.2020,64.105,"2,859,937",2024-02-01 00:00:00,,
1206,Minnesota,02-15-2020,3.641,02.08.2020,63.956,"2,859,937",2024-02-01 00:00:00,,
1207,Minnesota,02-22-2020,3.539,02/15/2020,62.2,"2,859,937",2017-02-01 00:00:00,,
1208,Minnesota,02-29-2020,3.41,02/22/2020,61.696,"2,859,937",2016-02-01 00:00:00,,
1209,Minnesota,,3.488,02/29/2020,62.767,"2,859,937",2019-02-01 00:00:00,,
1210,Minnesota,03-14-2020,4.01,03.07.2020,61.781,"2,859,937",2016-02-01 00:00:00,,
1211,Minnesota,03-21-2020,115.773,03/14/2020,66.787,"2,859,937",1934-02-01 00:00:00,,
1212,Minnesota,03-28-2020,109.095,03/21/2020,160.873,"2,859,937",1963-05-01 00:00:00,,
1213,Minnesota,,110.26,03/28/2020,248.023,"2,859,937",1967-08-01 00:00:00,,
1214,Minnesota,,93.133,04.04.2020,341.578,"2,864,234",1993-11-01 00:00:00,,
1215,Minnesota,04-18-2020,74.829,04.11.2020,391.284,"2,864,234",13.66,,
1216,Minnesota,04-25-2020,48.595,04/18/2020,416.993,"2,864,234",14.56,,
1217,Minnesota,,41.492,04/25/2020,420.212,"2,864,234",14.67,,
1218,Minnesota,,37.669,05.02.2020,429.187,"2,864,234",14.98,,
1219,Minnesota,05-16-2020,28.893,05.09.2020,427.69,"2,864,234",14.93,,
1220,Minnesota,05-23-2020,27.211,05/16/2020,416.668,"2,864,234",14.55,,
1221,Minnesota,05-30-2020,21.654,05/23/2020,397.899,"2,864,234",13.89,,
1222,Minnesota,,28.311,05/30/2020,398.799,"2,864,234",13.92,,
1223,Minnesota,06-13-2020,24.696,06.06.2020,371.93,"2,864,234",1999-12-01 00:00:00,,
1224,Minnesota,06-20-2020,20.487,06/13/2020,351.772,"2,864,234",2028-12-01 00:00:00,,
1225,Minnesota,06-27-2020,19.373,06/20/2020,337.382,"2,864,234",1978-11-01 00:00:00,,
1226,Minnesota,,19.362,06/27/2020,326.245,"2,864,234",1939-11-01 00:00:00,,
1227,Minnesota,,21.637,07.04.2020,332.04,"2,868,184",1958-11-01 00:00:00,,
1228,Minnesota,07-18-2020,17.706,07.11.2020,314.937,"2,868,184",1998-10-01 00:00:00,,
1229,Minnesota,07-25-2020,15.311,07/18/2020,305.53,"2,868,184",1965-10-01 00:00:00,,
1230,Minnesota,,12.315,07/25/2020,288.215,"2,868,184",2021-05-10 00:00:00,,
1231,Minnesota,,9.087,08.01.2020,259.525,"2,868,184",2021-05-09 00:00:00,,
1232,Minnesota,08-15-2020,12.081,08.08.2020,244.418,"2,868,184",1952-08-01 00:00:00,,
1233,Minnesota,08-22-2020,10.817,08/15/2020,231.989,"2,868,184",2021-09-08 00:00:00,,
1234,Minnesota,08-29-2020,10.295,08/22/2020,219.557,"2,868,184",1965-07-01 00:00:00,,
1235,Minnesota,,11.038,08/29/2020,212.993,"2,868,184",1943-07-01 00:00:00,,
1236,Minnesota,,11.181,09.05.2020,207.645,"2,868,184",2024-07-01 00:00:00,,
1237,Minnesota,09-19-2020,10.901,09.12.2020,192.217,"2,868,184",1970-06-01 00:00:00,,
1238,Minnesota,09-26-2020,9.339,09/19/2020,174.779,"2,868,184",2021-09-06 00:00:00,,
1239,Minnesota,,9.697,09/26/2020,152.536,"2,868,184",1932-05-01 00:00:00,,
1240,Minnesota,,9.34,10.03.2020,138.673,"2,871,418",1983-04-01 00:00:00,,
1241,Minnesota,10-17-2020,9.833,10.10.2020,122.976,"2,871,418",2028-04-01 00:00:00,,
1242,Minnesota,10-24-2020,11.681,10/17/2020,116.856,"2,871,418",2021-07-04 00:00:00,,
1243,Minnesota,10-31-2020,12.499,10/24/2020,110.584,"2,871,418",1985-03-01 00:00:00,,
1244,Minnesota,,11.82,10/31/2020,105.784,"2,871,418",1968-03-01 00:00:00,,
1245,Minnesota,11-14-2020,15.428,11.07.2020,104.687,"2,871,418",1965-03-01 00:00:00,,
1246,Minnesota,11-21-2020,22.914,11/14/2020,112.924,"2,871,418",1993-03-01 00:00:00,,
1247,Minnesota,11-28-2020,24.527,11/21/2020,114.715,"2,871,418",4.00,,
1248,Minnesota,,25.177,11/28/2020,140.443,"2,871,418",1989-04-01 00:00:00,,
1249,Minnesota,,16.019,12.05.2020,135.667,"2,871,418",1972-04-01 00:00:00,,
1250,Minnesota,12-19-2020,14.297,12.12.2020,134.22,"2,871,418",1967-04-01 00:00:00,,
1251,Minnesota,12-26-2020,16.271,12/19/2020,129.135,"2,871,418",1950-04-01 00:00:00,,
1252,Mississippi,,1.178,12/28/2019,9.681,"1,107,596",0.87,,
1253,Mississippi,,1.515,01.04.2020,9.536,"1,108,618",0.86,,
1254,Mississippi,01-18-2020,1.135,01.11.2020,8.804,"1,108,618",0.79,,
1255,Mississippi,01-25-2020,993,01/18/2020,8.562,"1,108,618",0.77,,
1256,Mississippi,,963,01/25/2020,8.674,"1,108,618",0.78,,
1257,Mississippi,,968,02.01.2020,8.261,"1,108,618",0.75,,
1258,Mississippi,02-15-2020,861,02.08.2020,8.216,"1,108,618",0.74,,
1259,Mississippi,02-22-2020,827,02/15/2020,7.922,"1,108,618",0.71,,
1260,Mississippi,02-29-2020,744,02/22/2020,7.842,"1,108,618",0.71,,
1261,Mississippi,,879,02/29/2020,7.416,"1,108,618",0.67,,
1262,Mississippi,03-14-2020,1.147,03.07.2020,7.098,"1,108,618",0.64,,
1263,Mississippi,03-21-2020,5.519,03/14/2020,6.667,"1,108,618",0.60,,
1264,Mississippi,03-28-2020,32.015,03/21/2020,9.581,"1,108,618",0.86,,
1265,Mississippi,,45.852,03/28/2020,29.373,"1,108,618",1965-02-01 00:00:00,,
1266,Mississippi,,45.748,04.04.2020,60.737,"1,109,819",1947-05-01 00:00:00,,
1267,Mississippi,04-18-2020,36.913,04.11.2020,93.005,"1,109,819",1938-08-01 00:00:00,,
1268,Mississippi,04-25-2020,29.906,04/18/2020,135.722,"1,109,819",2023-12-01 00:00:00,,
1269,Mississippi,,25.745,04/25/2020,162.078,"1,109,819",14.60,,
1270,Mississippi,,23.618,05.02.2020,208.27,"1,109,819",18.77,,
1271,Mississippi,05-16-2020,24.242,05.09.2020,189.886,"1,109,819",2021-11-17 00:00:00,,
1272,Mississippi,05-23-2020,23.856,05/16/2020,184.15,"1,109,819",16.59,,
1273,Mississippi,05-30-2020,24.014,05/23/2020,174.808,"1,109,819",15.75,,
1274,Mississippi,,21.283,05/30/2020,148.902,"1,109,819",13.42,,
1275,Mississippi,06-13-2020,18.407,06.06.2020,123.192,"1,109,819",2021-10-11 00:00:00,,
1276,Mississippi,06-20-2020,15.23,06/13/2020,97.069,"1,109,819",1975-08-01 00:00:00,,
1277,Mississippi,06-27-2020,13.673,06/20/2020,147.624,"1,109,819",13.30,,
1278,Mississippi,,11.266,06/27/2020,137.33,"1,109,819",1937-12-01 00:00:00,,
1279,Mississippi,,12.223,07.04.2020,100.191,"1,110,126",2021-03-09 00:00:00,,
