,State,Filed week ended,Initial Claims,Refelcting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,Unnamed: 7,Unnamed: 8
2085,Rhode Island,,1.817,01.04.2020,12.299,472.874,1960-02-01 00:00:00,,
2086,Rhode Island,01-18-2020,1.194,01.11.2020,10.987,472.874,1932-02-01 00:00:00,,
2087,Rhode Island,01-25-2020,1.048,01/18/2020,10.75,472.874,2027-02-01 00:00:00,,
2088,Rhode Island,,971,01/25/2020,11.042,472.874,1934-02-01 00:00:00,,
2089,Rhode Island,,959,02.01.2020,11.051,472.874,1934-02-01 00:00:00,,
2090,Rhode Island,02-15-2020,996,02.08.2020,11.164,472.874,1936-02-01 00:00:00,,
2091,Rhode Island,02-22-2020,1.921,02/15/2020,11.199,472.874,1937-02-01 00:00:00,,
2092,Rhode Island,02-29-2020,874,02/22/2020,12.384,472.874,1962-02-01 00:00:00,,
2093,Rhode Island,,700,02/29/2020,11.13,472.874,1935-02-01 00:00:00,,
2094,Rhode Island,03-14-2020,1.108,03.07.2020,10.692,472.874,2026-02-01 00:00:00,,
2095,Rhode Island,03-21-2020,35.847,03/14/2020,10.857,472.874,1930-02-01 00:00:00,,
2096,Rhode Island,03-28-2020,27.8,03/21/2020,31.847,472.874,1973-06-01 00:00:00,,
2097,Rhode Island,,28.243,03/28/2020,56.038,472.874,1985-11-01 00:00:00,,
2098,Rhode Island,,22.509,04.04.2020,70.935,473.597,14.98,,
2099,Rhode Island,04-18-2020,18.078,04.11.2020,79.14,473.597,16.71,,
2100,Rhode Island,04-25-2020,13.084,04/18/2020,96.663,473.597,20.41,,
2101,Rhode Island,,9.088,04/25/2020,97.573,473.597,20.60,,
2102,Rhode Island,,6.245,05.02.2020,94.083,473.597,19.87,,
2103,Rhode Island,05-16-2020,3.883,05.09.2020,89.247,473.597,18.84,,
2104,Rhode Island,05-23-2020,2.937,05/16/2020,87.966,473.597,18.57,,
2105,Rhode Island,05-30-2020,2.748,05/23/2020,78.496,473.597,16.57,,
2106,Rhode Island,,3.518,05/30/2020,76.946,473.597,16.25,,
2107,Rhode Island,06-13-2020,2.641,06.06.2020,73.083,473.597,15.43,,
2108,Rhode Island,06-20-2020,4.014,06/13/2020,69.236,473.597,14.62,,
2109,Rhode Island,06-27-2020,3.229,06/20/2020,67.1,473.597,14.17,,
2110,Rhode Island,,3.436,06/27/2020,66.304,473.597,14.00,,
2111,Rhode Island,,3.133,07.04.2020,65.377,474.428,13.78,,
2112,Rhode Island,07-18-2020,3.258,07.11.2020,63.177,474.428,13.32,,
2113,Rhode Island,07-25-2020,3.635,07/18/2020,63.285,474.428,13.34,,
2114,Rhode Island,,3.722,07/25/2020,60.47,474.428,1975-12-01 00:00:00,,
2115,Rhode Island,,3.324,08.01.2020,55.965,474.428,1980-11-01 00:00:00,,
2116,Rhode Island,08-15-2020,2.683,08.08.2020,51.095,474.428,1977-10-01 00:00:00,,
2117,Rhode Island,08-22-2020,3.186,08/15/2020,49.423,474.428,1942-10-01 00:00:00,,
2118,Rhode Island,08-29-2020,3.68,08/22/2020,47.405,474.428,1999-09-01 00:00:00,,
2119,Rhode Island,,3.251,08/29/2020,44.829,474.428,1945-09-01 00:00:00,,
2120,Rhode Island,,3.026,09.05.2020,45.841,474.428,1966-09-01 00:00:00,,
2121,Rhode Island,09-19-2020,2.83,09.12.2020,38.774,474.428,2017-08-01 00:00:00,,
2122,Rhode Island,09-26-2020,3.098,09/19/2020,31.964,474.428,1974-06-01 00:00:00,,
2123,Rhode Island,,2.801,09/26/2020,26.879,474.428,1967-05-01 00:00:00,,
2124,Rhode Island,,3.059,10.03.2020,22.523,474.882,1974-04-01 00:00:00,,
2125,Rhode Island,10-17-2020,2.437,10.10.2020,19.638,474.882,2014-04-01 00:00:00,,
2126,Rhode Island,10-24-2020,3.127,10/17/2020,17.947,474.882,1978-03-01 00:00:00,,
2127,Rhode Island,10-31-2020,3.172,10/24/2020,16.47,474.882,1947-03-01 00:00:00,,
2128,Rhode Island,,2.437,10/31/2020,15.766,474.882,1932-03-01 00:00:00,,
2129,Rhode Island,11-14-2020,2.836,11.07.2020,14.945,474.882,2015-03-01 00:00:00,,
2130,Rhode Island,11-21-2020,3.543,11/14/2020,15.459,474.882,2026-03-01 00:00:00,,
2131,Rhode Island,11-28-2020,3.932,11/21/2020,14.707,474.882,2021-10-03 00:00:00,,
2132,Rhode Island,,5.261,11/28/2020,15.849,474.882,1934-03-01 00:00:00,,
2133,Rhode Island,,5.617,12.05.2020,17.645,474.882,1972-03-01 00:00:00,,
2134,Rhode Island,12-19-2020,6.769,12.12.2020,19.264,474.882,2021-06-04 00:00:00,,
2135,Rhode Island,12-26-2020,5.572,12/19/2020,19.829,474.882,2018-04-01 00:00:00,,
2136,South Carolina,,7.471,12/28/2019,18.922,"2,070,232",0.91,,
2137,South Carolina,,4.629,01.04.2020,21.587,"2,077,535",2021-04-01 00:00:00,,
2138,South Carolina,01-18-2020,3.126,01.11.2020,18.78,"2,077,535",0.90,,
2139,South Carolina,01-25-2020,2.248,01/18/2020,17.113,"2,077,535",0.82,,
2140,South Carolina,,2.099,01/25/2020,17.061,"2,077,535",0.82,,
2141,South Carolina,,2.054,02.01.2020,16.669,"2,077,535",0.80,,
2142,South Carolina,02-15-2020,2.088,02.08.2020,16.547,"2,077,535",0.80,,
2143,South Carolina,02-22-2020,1.824,02/15/2020,16.239,"2,077,535",0.78,,
2144,South Carolina,02-29-2020,1.977,02/22/2020,15.779,"2,077,535",0.76,,
2145,South Carolina,,1.889,02/29/2020,15.341,"2,077,535",0.74,,
2146,South Carolina,03-14-2020,2.093,03.07.2020,15.032,"2,077,535",0.72,,
2147,South Carolina,03-21-2020,31.826,03/14/2020,15.111,"2,077,535",0.73,,
2148,South Carolina,03-28-2020,66.475,03/21/2020,30.341,"2,077,535",1946-01-01 00:00:00,,
2149,South Carolina,,86.573,03/28/2020,75.521,"2,077,535",1964-03-01 00:00:00,,
2150,South Carolina,,89.147,04.04.2020,126.994,"2,087,060",2021-08-06 00:00:00,,
2151,South Carolina,04-18-2020,74.362,04.11.2020,179.769,"2,087,060",1961-08-01 00:00:00,,
2152,South Carolina,04-25-2020,66.438,04/18/2020,240.956,"2,087,060",1955-11-01 00:00:00,,
2153,South Carolina,,47.673,04/25/2020,260.409,"2,087,060",1948-12-01 00:00:00,,
2154,South Carolina,,33.191,05.02.2020,268.701,"2,087,060",1987-12-01 00:00:00,,
2155,South Carolina,05-16-2020,29.899,05.09.2020,256.676,"2,087,060",1930-12-01 00:00:00,,
2156,South Carolina,05-23-2020,25.38,05/16/2020,241.793,"2,087,060",1959-11-01 00:00:00,,
2157,South Carolina,05-30-2020,18.91,05/23/2020,214.814,"2,087,060",2029-10-01 00:00:00,,
2158,South Carolina,,23.188,05/30/2020,212.57,"2,087,060",2019-10-01 00:00:00,,
2159,South Carolina,06-13-2020,19.853,06.06.2020,200.903,"2,087,060",1963-09-01 00:00:00,,
2160,South Carolina,06-20-2020,17.611,06/13/2020,198.224,"2,087,060",1950-09-01 00:00:00,,
2161,South Carolina,06-27-2020,17.654,06/20/2020,197.125,"2,087,060",1945-09-01 00:00:00,,
2162,South Carolina,,16.015,06/27/2020,187.282,"2,087,060",1997-08-01 00:00:00,,
2163,South Carolina,,19.272,07.04.2020,201.097,"2,093,284",1961-09-01 00:00:00,,
2164,South Carolina,07-18-2020,14.307,07.11.2020,200.34,"2,093,284",1957-09-01 00:00:00,,
2165,South Carolina,07-25-2020,12.195,07/18/2020,197.886,"2,093,284",1945-09-01 00:00:00,,
2166,South Carolina,,8.909,07/25/2020,191.064,"2,093,284",2013-09-01 00:00:00,,
2167,South Carolina,,5.896,08.01.2020,170.983,"2,093,284",2017-08-01 00:00:00,,
2168,South Carolina,08-15-2020,7.231,08.08.2020,161.012,"2,093,284",1969-07-01 00:00:00,,
2169,South Carolina,08-22-2020,5.496,08/15/2020,143.801,"2,093,284",1987-06-01 00:00:00,,
2170,South Carolina,08-29-2020,5,08/22/2020,128.226,"2,093,284",2013-06-01 00:00:00,,
2171,South Carolina,,5.085,08/29/2020,115.428,"2,093,284",1951-05-01 00:00:00,,
2172,South Carolina,,4.261,09.05.2020,101.456,"2,093,284",1985-04-01 00:00:00,,
2173,South Carolina,09-19-2020,4.906,09.12.2020,94.304,"2,093,284",1951-04-01 00:00:00,,
2174,South Carolina,09-26-2020,4.905,09/19/2020,85.052,"2,093,284",2021-06-04 00:00:00,,
2175,South Carolina,,4.908,09/26/2020,75.968,"2,093,284",1963-03-01 00:00:00,,
2176,South Carolina,,4.667,10.03.2020,70.12,"2,095,065",1935-03-01 00:00:00,,
2177,South Carolina,10-17-2020,3.89,10.10.2020,66.012,"2,095,065",2015-03-01 00:00:00,,
2178,South Carolina,10-24-2020,3.675,10/17/2020,61.4,"2,095,065",1993-02-01 00:00:00,,
2179,South Carolina,10-31-2020,3.26,10/24/2020,55.863,"2,095,065",1967-02-01 00:00:00,,
2180,South Carolina,,3.461,10/31/2020,52.316,"2,095,065",1950-02-01 00:00:00,,
2181,South Carolina,11-14-2020,3.286,11.07.2020,49.008,"2,095,065",1934-02-01 00:00:00,,
2182,South Carolina,11-21-2020,3.361,11/14/2020,46.887,"2,095,065",2024-02-01 00:00:00,,
2183,South Carolina,11-28-2020,2.567,11/21/2020,41.769,"2,095,065",1999-01-01 00:00:00,,
2184,South Carolina,,4.774,11/28/2020,46.371,"2,095,065",2021-02-01 00:00:00,,
2185,South Carolina,,3.581,12.05.2020,42.376,"2,095,065",2021-02-02 00:00:00,,
2186,South Carolina,12-19-2020,3.445,12.12.2020,40.878,"2,095,065",1995-01-01 00:00:00,,
2187,South Carolina,12-26-2020,4.317,12/19/2020,40.354,"2,095,065",1993-01-01 00:00:00,,
2188,South Dakota,,398,12/28/2019,2.798,416.296,0.67,,
2189,South Dakota,,468,01.04.2020,2.97,417.03,0.71,,
2190,South Dakota,01-18-2020,338,01.11.2020,2.995,417.03,0.72,,
2191,South Dakota,01-25-2020,291,01/18/2020,3.071,417.03,0.74,,
2192,South Dakota,,217,01/25/2020,3.155,417.03,0.76,,
2193,South Dakota,,223,02.01.2020,3.117,417.03,0.75,,
2194,South Dakota,02-15-2020,194,02.08.2020,3.196,417.03,0.77,,
2195,South Dakota,02-22-2020,191,02/15/2020,3.164,417.03,0.76,,
2196,South Dakota,02-29-2020,159,02/22/2020,3.116,417.03,0.75,,
2197,South Dakota,,185,02/29/2020,3.059,417.03,0.73,,
2198,South Dakota,03-14-2020,190,03.07.2020,2.87,417.03,0.69,,
2199,South Dakota,03-21-2020,1.761,03/14/2020,2.674,417.03,0.64,,
2200,South Dakota,03-28-2020,6.801,03/21/2020,3.538,417.03,0.85,,
2201,South Dakota,,8.138,03/28/2020,7.568,417.03,1981-01-01 00:00:00,,
2202,South Dakota,,6.359,04.04.2020,14.431,417.997,1945-03-01 00:00:00,,
2203,South Dakota,04-18-2020,5.295,04.11.2020,19.664,417.997,1970-04-01 00:00:00,,
2204,South Dakota,04-25-2020,5.535,04/18/2020,22.707,417.997,1943-05-01 00:00:00,,
2205,South Dakota,,3.929,04/25/2020,23.791,417.997,1969-05-01 00:00:00,,
2206,South Dakota,,5.269,05.02.2020,23.388,417.997,1960-05-01 00:00:00,,
2207,South Dakota,05-16-2020,3.891,05.09.2020,25.186,417.997,2021-03-06 00:00:00,,
2208,South Dakota,05-23-2020,3.471,05/16/2020,22.454,417.997,1937-05-01 00:00:00,,
2209,South Dakota,05-30-2020,1.498,05/23/2020,19.629,417.997,1970-04-01 00:00:00,,
2210,South Dakota,,880,05/30/2020,20.573,417.997,1992-04-01 00:00:00,,
2211,South Dakota,06-13-2020,1.065,06.06.2020,18.649,417.997,1946-04-01 00:00:00,,
2212,South Dakota,06-20-2020,910,06/13/2020,17.163,417.997,2021-11-04 00:00:00,,
2213,South Dakota,06-27-2020,644,06/20/2020,17.142,417.997,2021-10-04 00:00:00,,
2214,South Dakota,,835,06/27/2020,15.942,417.997,1981-03-01 00:00:00,,
2215,South Dakota,,1.216,07.04.2020,18.722,418.749,1947-04-01 00:00:00,,
2216,South Dakota,07-18-2020,772,07.11.2020,16.6,418.749,1996-03-01 00:00:00,,
2217,South Dakota,07-25-2020,808,07/18/2020,15.643,418.749,1974-03-01 00:00:00,,
2218,South Dakota,,775,07/25/2020,15.464,418.749,1969-03-01 00:00:00,,
2219,South Dakota,,973,08.01.2020,14.715,418.749,1951-03-01 00:00:00,,
2220,South Dakota,08-15-2020,784,08.08.2020,8.949,418.749,2014-02-01 00:00:00,,
2221,South Dakota,08-22-2020,802,08/15/2020,9.117,418.749,2018-02-01 00:00:00,,
2222,South Dakota,08-29-2020,630,08/22/2020,10.778,418.749,1957-02-01 00:00:00,,
2223,South Dakota,,585,08/29/2020,9.165,418.749,2019-02-01 00:00:00,,
2224,South Dakota,,376,09.05.2020,6.673,418.749,1959-01-01 00:00:00,,
2225,South Dakota,09-19-2020,551,09.12.2020,6.95,418.749,1966-01-01 00:00:00,,
2226,South Dakota,09-26-2020,267,09/19/2020,6.167,418.749,1947-01-01 00:00:00,,
2227,South Dakota,,444,09/26/2020,5.078,418.749,2021-01-01 00:00:00,,
2228,South Dakota,,443,10.03.2020,5.469,419.422,1930-01-01 00:00:00,,
2229,South Dakota,10-17-2020,485,10.10.2020,4.32,419.422,2021-03-01 00:00:00,,
2230,South Dakota,10-24-2020,482,10/17/2020,4.539,419.422,2021-08-01 00:00:00,,
2231,South Dakota,10-31-2020,856,10/24/2020,3.813,419.422,0.91,,
2232,South Dakota,,568,10/31/2020,3.856,419.422,0.92,,
2233,South Dakota,11-14-2020,513,11.07.2020,3.48,419.422,0.83,,
2234,South Dakota,11-21-2020,746,11/14/2020,3.837,419.422,0.91,,
2235,South Dakota,11-28-2020,436,11/21/2020,3.015,419.422,0.72,,
2236,South Dakota,,904,11/28/2020,3.924,419.422,0.94,,
2237,South Dakota,,926,12.05.2020,3.844,419.422,0.92,,
2238,South Dakota,12-19-2020,770,12.12.2020,4.226,419.422,2021-01-01 00:00:00,,
2239,South Dakota,12-26-2020,655,12/19/2020,3.684,419.422,0.88,,
2240,Tennessee,,3.084,12/28/2019,22.163,"3,250,062",0.68,,
2241,Tennessee,,3.711,01.04.2020,22.398,"3,263,988",0.69,,
2242,Tennessee,01-18-2020,3.093,01.11.2020,20.441,"3,263,988",0.63,,
2243,Tennessee,01-25-2020,2.484,01/18/2020,20.786,"3,263,988",0.64,,
2244,Tennessee,,2.362,01/25/2020,21.364,"3,263,988",0.65,,
2245,Tennessee,,2.161,02.01.2020,20.67,"3,263,988",0.63,,
2246,Tennessee,02-15-2020,2.14,02.08.2020,20.485,"3,263,988",0.63,,
2247,Tennessee,02-22-2020,1.855,02/15/2020,20.139,"3,263,988",0.62,,
2248,Tennessee,02-29-2020,2.014,02/22/2020,20.413,"3,263,988",0.63,,
2249,Tennessee,,2.032,02/29/2020,19.035,"3,263,988",0.58,,
2250,Tennessee,03-14-2020,2.702,03.07.2020,18.45,"3,263,988",0.57,,
2251,Tennessee,03-21-2020,38.077,03/14/2020,18.35,"3,263,988",0.56,,
2252,Tennessee,03-28-2020,92.5,03/21/2020,37.541,"3,263,988",2015-01-01 00:00:00,,
2253,Tennessee,,112.186,03/28/2020,116.179,"3,263,988",1956-03-01 00:00:00,,
2254,Tennessee,,71.887,04.04.2020,206.472,"3,278,927",1930-06-01 00:00:00,,
2255,Tennessee,04-18-2020,67.226,04.11.2020,279.895,"3,278,927",1954-08-01 00:00:00,,
2256,Tennessee,04-25-2020,42.805,04/18/2020,341.033,"3,278,927",1940-10-01 00:00:00,,
2257,Tennessee,,36.323,04/25/2020,340.249,"3,278,927",1938-10-01 00:00:00,,
2258,Tennessee,,28.377,05.02.2020,343.212,"3,278,927",1947-10-01 00:00:00,,
2259,Tennessee,05-16-2020,27.99,05.09.2020,332.745,"3,278,927",2015-10-01 00:00:00,,
2260,Tennessee,05-23-2020,25.439,05/16/2020,327.768,"3,278,927",10.00,,
2261,Tennessee,05-30-2020,22.255,05/23/2020,322.117,"3,278,927",1982-09-01 00:00:00,,
2262,Tennessee,,20.908,05/30/2020,310.065,"3,278,927",1946-09-01 00:00:00,,
2263,Tennessee,06-13-2020,19.413,06.06.2020,297.873,"3,278,927",2021-08-09 00:00:00,,
2264,Tennessee,06-20-2020,20.506,06/13/2020,283.631,"3,278,927",1965-08-01 00:00:00,,
2265,Tennessee,06-27-2020,21.544,06/20/2020,279.199,"3,278,927",1951-08-01 00:00:00,,
2266,Tennessee,,24.92,06/27/2020,273.815,"3,278,927",1935-08-01 00:00:00,,
2267,Tennessee,,22.06,07.04.2020,268.22,"3,310,273",2021-10-08 00:00:00,,
2268,Tennessee,07-18-2020,25.773,07.11.2020,260.009,"3,310,273",1985-07-01 00:00:00,,
2269,Tennessee,07-25-2020,20.091,07/18/2020,258.469,"3,310,273",1981-07-01 00:00:00,,
2270,Tennessee,,12.208,07/25/2020,242.385,"3,310,273",1932-07-01 00:00:00,,
2271,Tennessee,,10.62,08.01.2020,224.75,"3,310,273",1979-06-01 00:00:00,,
2272,Tennessee,08-15-2020,14.413,08.08.2020,219.023,"3,310,827",1962-06-01 00:00:00,,
2273,Tennessee,08-22-2020,11.588,08/15/2020,204.952,"3,310,827",2019-06-01 00:00:00,,
2274,Tennessee,08-29-2020,12.876,08/22/2020,199.408,"3,310,827",2021-02-06 00:00:00,,
2275,Tennessee,,12.31,08/29/2020,192.911,"3,310,827",1983-05-01 00:00:00,,
2276,Tennessee,,11.316,09.05.2020,178.952,"3,310,827",1941-05-01 00:00:00,,
2277,Tennessee,09-19-2020,11.793,09.12.2020,167.778,"3,310,827",2021-07-05 00:00:00,,
2278,Tennessee,09-26-2020,10.311,09/19/2020,151.69,"3,310,827",1958-04-01 00:00:00,,
2279,Tennessee,,10.077,09/26/2020,139.78,"3,310,827",2022-04-01 00:00:00,,
2280,Tennessee,,10.81,10.03.2020,100.911,"3,322,994",2021-04-03 00:00:00,,
2281,Tennessee,10-17-2020,10.412,10.10.2020,88.163,"3,322,994",1965-02-01 00:00:00,,
2282,Tennessee,10-24-2020,8.113,10/17/2020,80.068,"3,322,994",1941-02-01 00:00:00,,
2283,Tennessee,10-31-2020,7.447,10/24/2020,72.55,"3,322,994",2018-02-01 00:00:00,,
2284,Tennessee,,7.727,10/31/2020,65.232,"3,322,994",1996-01-01 00:00:00,,
2285,Tennessee,11-14-2020,6.567,11.07.2020,60.963,"3,322,994",1983-01-01 00:00:00,,
2286,Tennessee,11-21-2020,7.295,11/14/2020,56.609,"3,322,994",1970-01-01 00:00:00,,
2287,Tennessee,11-28-2020,6.186,11/21/2020,50.97,"3,322,994",1953-01-01 00:00:00,,
2288,Tennessee,,6.856,11/28/2020,47.466,"3,322,994",1943-01-01 00:00:00,,
2289,Tennessee,,7.435,12.05.2020,45.186,"3,322,994",1936-01-01 00:00:00,,
2290,Tennessee,12-19-2020,7.386,12.12.2020,44.462,"3,322,994",1934-01-01 00:00:00,,
2291,Tennessee,12-26-2020,10.15,12/19/2020,46.198,"3,322,994",1939-01-01 00:00:00,,
2292,Texas,,12.367,12/28/2019,141.473,"12,168,097",2016-01-01 00:00:00,,
2293,Texas,,21.902,01.04.2020,140.768,"12,236,594",2015-01-01 00:00:00,,
2294,Texas,01-18-2020,15.783,01.11.2020,145.126,"12,236,594",2019-01-01 00:00:00,,
2295,Texas,01-25-2020,13.07,01/18/2020,132.656,"12,236,594",2021-08-01 00:00:00,,
2296,Texas,,13.818,01/25/2020,140.826,"12,236,594",2015-01-01 00:00:00,,
2297,Texas,,13.869,02.01.2020,128.666,"12,236,594",2021-05-01 00:00:00,,
2298,Texas,02-15-2020,12.79,02.08.2020,133.475,"12,236,594",2021-09-01 00:00:00,,
2299,Texas,02-22-2020,12.047,02/15/2020,127.275,"12,236,594",2021-04-01 00:00:00,,
2300,Texas,02-29-2020,12.692,02/22/2020,133.247,"12,236,594",2021-09-01 00:00:00,,
2301,Texas,,14.355,02/29/2020,125.252,"12,236,594",2021-02-01 00:00:00,,
2302,Texas,03-14-2020,16.176,03.07.2020,127.905,"12,236,594",2021-05-01 00:00:00,,
2303,Texas,03-21-2020,155.426,03/14/2020,126.427,"12,236,594",2021-03-01 00:00:00,,
2304,Texas,03-28-2020,276.185,03/21/2020,144.697,"12,236,594",2018-01-01 00:00:00,,
2305,Texas,,315.167,03/28/2020,374.656,"12,236,594",2021-06-03 00:00:00,,
2306,Texas,,274.257,04.04.2020,632.47,"12,304,547",2014-05-01 00:00:00,,
2307,Texas,04-18-2020,280.761,04.11.2020,911.923,"12,304,547",1941-07-01 00:00:00,,
2308,Texas,04-25-2020,254.084,04/18/2020,962.122,"12,304,547",1982-07-01 00:00:00,,
2309,Texas,,243.935,04/25/2020,"1,133,324","12,304,547",2021-09-01 00:00:00,,
2310,Texas,,141.553,05.02.2020,"1,181,609","12,304,547",1960-09-01 00:00:00,,
2311,Texas,05-16-2020,134.065,05.09.2020,"1,300,576","12,304,547",1957-10-01 00:00:00,,
2312,Texas,05-23-2020,127.717,05/16/2020,"1,272,557","12,304,547",1934-10-01 00:00:00,,
2313,Texas,05-30-2020,106.677,05/23/2020,"1,401,773","12,304,547",1939-11-01 00:00:00,,
2314,Texas,,89.676,05/30/2020,"1,215,507","12,304,547",1988-09-01 00:00:00,,
2315,Texas,06-13-2020,94.723,06.06.2020,"1,297,296","12,304,547",1954-10-01 00:00:00,,
2316,Texas,06-20-2020,89.547,06/13/2020,"1,221,813","12,304,547",1993-09-01 00:00:00,,
2317,Texas,06-27-2020,96.593,06/20/2020,"1,301,714","12,304,547",1958-10-01 00:00:00,,
2318,Texas,,117.099,06/27/2020,"1,237,931","12,304,547",2021-06-10 00:00:00,,
2319,Texas,,105.516,07.04.2020,"1,313,086","12,372,188",1961-10-01 00:00:00,,
2320,Texas,07-18-2020,87.908,07.11.2020,"1,247,269","12,372,188",2021-08-10 00:00:00,,
2321,Texas,07-25-2020,76.804,07/18/2020,"1,338,900","12,372,188",1982-10-01 00:00:00,,
2322,Texas,,62.709,07/25/2020,"1,228,250","12,372,188",1993-09-01 00:00:00,,
2323,Texas,,52.304,08.01.2020,"1,221,540","12,372,188",1987-09-01 00:00:00,,
2324,Texas,08-15-2020,61.4,08.08.2020,"1,101,708","12,372,188",1990-08-01 00:00:00,,
2325,Texas,08-22-2020,52.152,08/15/2020,"1,091,961","12,372,188",1983-08-01 00:00:00,,
2326,Texas,08-29-2020,56.673,08/22/2020,"1,017,360","12,372,188",2022-08-01 00:00:00,,
2327,Texas,,65.291,08/29/2020,"1,043,117","12,372,188",1943-08-01 00:00:00,,
2328,Texas,,49.386,09.05.2020,976.588,"12,372,188",1989-07-01 00:00:00,,
2329,Texas,09-19-2020,48.426,09.12.2020,953.168,"12,372,188",1970-07-01 00:00:00,,
2330,Texas,09-26-2020,41.351,09/19/2020,902.269,"12,372,188",2029-07-01 00:00:00,,
2331,Texas,,42.338,09/26/2020,803.025,"12,372,188",1949-06-01 00:00:00,,
2332,Texas,,44.692,10.03.2020,718.231,"12,428,366",1978-05-01 00:00:00,,
2333,Texas,10-17-2020,45.308,10.10.2020,682.194,"12,428,366",1949-05-01 00:00:00,,
2334,Texas,10-24-2020,35.195,10/17/2020,607.655,"12,428,366",1989-04-01 00:00:00,,
2335,Texas,10-31-2020,37.601,10/24/2020,558.341,"12,428,366",1949-04-01 00:00:00,,
2336,Texas,,33.667,10/31/2020,528.651,"12,428,366",2025-04-01 00:00:00,,
2337,Texas,11-14-2020,38.883,11.07.2020,497.52,"12,428,366",4.00,,
2338,Texas,11-21-2020,38.915,11/14/2020,460.857,"12,428,366",1971-03-01 00:00:00,,
2339,Texas,11-28-2020,24.792,11/21/2020,354.191,"12,428,366",1985-02-01 00:00:00,,
2340,Texas,,47.521,11/28/2020,374.452,"12,428,366",2021-01-03 00:00:00,,
2341,Texas,,38.645,12.05.2020,388.906,"12,428,366",2013-03-01 00:00:00,,
2342,Texas,12-19-2020,34.979,12.12.2020,431.599,"12,428,366",1947-03-01 00:00:00,,
2343,Texas,12-26-2020,31.448,12/19/2020,367.766,"12,428,366",1996-02-01 00:00:00,,
2344,Utah,,1.518,12/28/2019,11.328,"1,454,279",0.78,,
2345,Utah,,1.834,01.04.2020,11.787,"1,459,679",0.81,,
2346,Utah,01-18-2020,1.458,01.11.2020,12.061,"1,459,679",0.83,,
2347,Utah,01-25-2020,1.271,01/18/2020,12.061,"1,459,679",0.83,,
2348,Utah,,1.29,01/25/2020,11.872,"1,459,679",0.81,,
2349,Utah,,1.303,02.01.2020,12.187,"1,459,679",0.83,,
2350,Utah,02-15-2020,1.097,02.08.2020,12.131,"1,459,679",0.83,,
2351,Utah,02-22-2020,1.008,02/15/2020,11.96,"1,459,679",0.82,,
2352,Utah,02-29-2020,885,02/22/2020,11.451,"1,459,679",0.78,,
2353,Utah,,1.015,02/29/2020,11.077,"1,459,679",0.76,,
2354,Utah,03-14-2020,1.305,03.07.2020,10.701,"1,459,679",0.73,,
2355,Utah,03-21-2020,19.69,03/14/2020,10.826,"1,459,679",0.74,,
2356,Utah,03-28-2020,28.532,03/21/2020,24.635,"1,459,679",1969-01-01 00:00:00,,
2357,Utah,,33.04,03/28/2020,45.161,"1,459,679",2021-09-03 00:00:00,,
2358,Utah,,24.515,04.04.2020,72.798,"1,474,336",1994-04-01 00:00:00,,
2359,Utah,04-18-2020,19.649,04.11.2020,88.281,"1,474,336",1999-05-01 00:00:00,,
2360,Utah,04-25-2020,11.738,04/18/2020,89.495,"1,474,336",2021-07-06 00:00:00,,
2361,Utah,,8.992,04/25/2020,92.872,"1,474,336",1930-06-01 00:00:00,,
2362,Utah,,7.076,05.02.2020,91.591,"1,474,336",2021-06-01 00:00:00,,
2363,Utah,05-16-2020,6.228,05.09.2020,86.298,"1,474,336",1985-05-01 00:00:00,,
2364,Utah,05-23-2020,5.405,05/16/2020,82.054,"1,474,336",1957-05-01 00:00:00,,
2365,Utah,05-30-2020,4.948,05/23/2020,79.316,"1,474,336",1938-05-01 00:00:00,,
2366,Utah,,5.382,05/30/2020,78.145,"1,474,336",1930-05-01 00:00:00,,
2367,Utah,06-13-2020,4.803,06.06.2020,75.383,"1,474,336",2021-11-05 00:00:00,,
2368,Utah,06-20-2020,4.915,06/13/2020,73.619,"1,474,336",1999-04-01 00:00:00,,
2369,Utah,06-27-2020,4.965,06/20/2020,72.216,"1,474,336",1990-04-01 00:00:00,,
2370,Utah,,4.802,06/27/2020,70.639,"1,474,336",1979-04-01 00:00:00,,
2371,Utah,,4.792,07.04.2020,69.999,"1,483,888",1972-04-01 00:00:00,,
2372,Utah,07-18-2020,4.483,07.11.2020,68.097,"1,483,888",1959-04-01 00:00:00,,
2373,Utah,07-25-2020,3.709,07/18/2020,66.351,"1,483,888",1947-04-01 00:00:00,,
2374,Utah,,3.098,07/25/2020,64.015,"1,483,888",1931-04-01 00:00:00,,
2375,Utah,,2.881,08.01.2020,57.868,"1,483,888",1990-03-01 00:00:00,,
2376,Utah,08-15-2020,2.983,08.08.2020,51.91,"1,483,888",1950-03-01 00:00:00,,
2377,Utah,08-22-2020,2.98,08/15/2020,46.806,"1,483,888",2015-03-01 00:00:00,,
2378,Utah,08-29-2020,2.587,08/22/2020,40.081,"1,483,888",1970-02-01 00:00:00,,
2379,Utah,,2.593,08/29/2020,34.778,"1,483,888",1934-02-01 00:00:00,,
2380,Utah,,2.283,09.05.2020,30.858,"1,483,888",2021-08-02 00:00:00,,
2381,Utah,09-19-2020,2.545,09.12.2020,28.362,"1,483,888",1991-01-01 00:00:00,,
2382,Utah,09-26-2020,2.46,09/19/2020,25.803,"1,483,888",1974-01-01 00:00:00,,
