"","WeekOfYear","State","GSV_anxiety","GSV_depression","GSV_insomnia","GSV_suicide","GSV_therapy","GSV_index","GSV_workout","SP","NCases","NDeaths","Unemplyment_claims","Recreation","Grocery","Transit","Parks","Workplace","Residential","Mobility_index","Mobility_index_excl_Mobility","Drug_death"
"1728","41","Nevada",78,62,40,34,91,61,74,0.0449156047212561,3667,42,8.734,-16.8571428571429,-6.85714285714286,-28.7142857142857,-11.7142857142857,-29.4285714285714,8,-14.2619047619048,-14.7714285714286,858
"1730","41","New Jersey",90,89,56,46,84,73,48,0.0449156047212561,6172,38,28.809,-17.1428571428571,-3.28571428571429,-34.8571428571429,88.8571428571429,-29.7142857142857,8.85714285714286,2.11904761904762,-15.2285714285714,2898
"1731","41","New Mexico",58,48,13,44,52,43,51,0.0449156047212561,2506,22,3.641,-16.4285714285714,-6,-9,16.5714285714286,-28,7.28571428571429,-5.92857142857143,-10.4285714285714,758
"1732","41","New York",84,66,86,57,78,74.2,69,0.0449156047212561,5757,35,54.89,-22.8571428571429,-5.57142857142857,-39.7142857142857,34.5714285714286,-29.7142857142857,8,-9.21428571428572,-17.9714285714286,2765
"1733","41","North Carolina",77,81,83,55,83,75.8,61,0.0449156047212561,13321,191,12.119,-14.2857142857143,-3.85714285714286,-24.2857142857143,40.2857142857143,-25.4285714285714,6.14285714285714,-3.57142857142857,-12.3428571428571,2972
"1735","41","Ohio",85,82,84,41,83,75,64,0.0449156047212561,9842,74,17.671,-9.71428571428571,-2.28571428571429,-7.28571428571429,133.714285714286,-20.7142857142857,4.28571428571429,16.3333333333333,-7.14285714285714,5132
"1736","41","Oklahoma",89,70,35,67,59,64,53,0.0449156047212561,8595,113,5.277,-7.71428571428571,0.714285714285714,0.285714285714286,43.5714285714286,-19.4285714285714,3.85714285714286,3.54761904761905,-4.45714285714286,735
"1737","41","Oregon",81,74,91,52,60,71.6,56,0.0449156047212561,2485,27,4.767,-14.8571428571429,-3.71428571428571,-26.4285714285714,49.2857142857143,-28,7.14285714285714,-2.76190476190476,-13.1714285714286,764
"1738","41","Pennsylvania",93,72,95,43,78,76.2,51,0.0449156047212561,8832,134,19.223,-12.7142857142857,-2.71428571428571,-28.2857142857143,81.4285714285714,-25.2857142857143,6.14285714285714,3.0952380952381,-12.5714285714286,5170
"1740","41","South Carolina",67,59,45,27,72,54,51,0.0449156047212561,6205,96,3.89,-8.28571428571429,-2.71428571428571,-2.57142857142857,25,-20.8571428571429,4.57142857142857,-0.80952380952381,-5.97142857142857,1651
"1742","41","Tennessee",88,63,45,43,88,65.4,50,0.0449156047212561,13231,190,10.412,-9.42857142857143,-2.71428571428571,-9.85714285714286,56.2857142857143,-23.5714285714286,4.71428571428571,2.57142857142857,-8.17142857142857,2976
"1743","41","Texas",91,59,100,39,83,74.4,57,0.0449156047212561,26584,443,45.308,-16.4285714285714,-7.85714285714286,-23.5714285714286,0.285714285714286,-27,7.57142857142857,-11.1666666666667,-13.4571428571429,4016
"1744","41","Utah",82,61,32,73,58,61.2,68,0.0449156047212561,8226,39,2.49,-10,2.71428571428571,-20.2857142857143,103,-26.1428571428571,5.85714285714286,9.19047619047619,-9.57142857142857,621
"1746","41","Virginia",77,71,63,61,87,71.8,60,0.0449156047212561,7013,85,11.365,-15.4285714285714,-4.28571428571429,-30,50.1428571428571,-28.7142857142857,8.28571428571429,-3.33333333333333,-14.0285714285714,2091
"1747","41","Washington",95,88,65,70,74,78.4,64,0.0449156047212561,4269,48,19.98,-18.2857142857143,-6.57142857142857,-39.2857142857143,36.7142857142857,-31.2857142857143,9,-8.28571428571428,-17.2857142857143,1636
"1749","41","Wisconsin",73,82,83,46,69,70.6,64,0.0449156047212561,18387,87,13.89,-13.2857142857143,1,-12,149,-20.5714285714286,5.71428571428571,18.3095238095238,-7.82857142857143,1504
"1751","42","Alabama",78,73,82,72,87,78.4,71,-0.0195932151267252,7667,135,7.126,-10.8571428571429,-3,-3.71428571428571,27.4285714285714,-20.7142857142857,4.28571428571429,-1.0952380952381,-6.8,946
"1753","42","Arizona",59,76,64,39,64,60.4,55,-0.0195932151267252,5581,68,6.813,-18.7142857142857,-11.7142857142857,-21.4285714285714,-10.1428571428571,-31,7.71428571428571,-14.2142857142857,-15.0285714285714,2615
"1755","42","California",85,67,92,45,86,75,59,-0.0195932151267252,25514,313,152.176,-25.7142857142857,-10.7142857142857,-38.4285714285714,-5.42857142857143,-32.4285714285714,10.4285714285714,-17.047619047619,-19.3714285714286,8748
"1756","42","Colorado",88,59,66,39,71,64.6,48,-0.0195932151267252,7458,63,6.071,-15.2857142857143,-3.71428571428571,-26.7142857142857,36.4285714285714,-29,8,-5.04761904761905,-13.3428571428571,1490
"1757","42","Connecticut",88,81,91,30,99,77.8,56,-0.0195932151267252,2792,12,6.016,-12.8571428571429,-7.85714285714286,-23.4285714285714,44,-25.8571428571429,8.28571428571429,-2.95238095238095,-12.3428571428571,1364
"1759","42","Florida",76,59,78,43,84,68,66,-0.0195932151267252,20327,367,33.542,-21.5714285714286,-13.5714285714286,-36,-20.8571428571429,-27,6.71428571428571,-18.7142857142857,-18.2857142857143,7444
"1760","42","Georgia",79,74,58,36,78,65,70,-0.0195932151267252,11188,222,43.695,-12,-5.85714285714286,-26.7142857142857,42.7142857142857,-26.4285714285714,6.28571428571429,-3.66666666666667,-12.9428571428571,1790
"1761","42","Hawaii",40,33,0,60,45,35.6,49,-0.0195932151267252,554,18,4.906,-40.2857142857143,-25.7142857142857,-60.8571428571429,-50.1428571428571,-35.4285714285714,13.1428571428571,-33.2142857142857,-29.8285714285714,275
"1763","42","Illinois",85,66,91,54,73,73.8,65,-0.0195932151267252,25447,244,53.138,-16,-3.57142857142857,-32.2857142857143,33,-27,8,-6.30952380952381,-14.1714285714286,3537
"1764","42","Indiana",72,41,94,33,80,64,70,-0.0195932151267252,12601,207,13.407,-7.42857142857143,-2.71428571428571,-0.142857142857143,86.4285714285714,-21.5714285714286,4.57142857142857,9.85714285714286,-5.45714285714286,2186
"1768","42","Louisiana",76,49,71,75,70,68.2,60,-0.0195932151267252,4282,95,9.943,-14.1428571428571,-3.57142857142857,-14,-2.28571428571429,-23.1428571428571,4,-8.85714285714286,-10.1714285714286,1827
"1770","42","Maryland",80,68,53,45,92,67.6,51,-0.0195932151267252,4293,41,10.743,-17,-8.28571428571429,-36.4285714285714,55.7142857142857,-31.8571428571429,10.8571428571429,-4.5,-16.5428571428571,2698
"1771","42","Massachusetts",83,73,67,48,76,69.4,43,-0.0195932151267252,4757,127,47.887,-19.2857142857143,-9.71428571428571,-47.7142857142857,34.2857142857143,-33.2857142857143,11.1428571428571,-10.7619047619048,-19.7714285714286,2308
"1772","42","Michigan",75,49,70,43,84,64.2,66,-0.0195932151267252,12645,152,18.082,-11.7142857142857,-4.14285714285714,-20.1428571428571,87.4285714285714,-23.1428571428571,6.71428571428571,5.83333333333333,-10.4857142857143,2746
"1773","42","Minnesota",78,71,59,31,72,62.2,52,-0.0195932151267252,11000,95,11.681,-12.8571428571429,-6.42857142857143,-38.1428571428571,46.5714285714286,-28,8.71428571428571,-5.02380952380952,-15.3428571428571,1015
"1774","42","Mississippi",67,91,52,22,84,63.2,37,-0.0195932151267252,5367,117,3.231,-8.71428571428571,-5.71428571428571,8.14285714285714,20.4285714285714,-19,3.42857142857143,-0.238095238095238,-4.37142857142857,487
"1775","42","Missouri",81,68,54,39,75,63.4,68,-0.0195932151267252,13312,191,7.802,-6.42857142857143,0.285714285714286,-9.71428571428571,67.4285714285714,-20.5714285714286,4.85714285714286,5.97619047619048,-6.31428571428571,1921
"1778","42","Nevada",60,92,72,49,77,70,50,-0.0195932151267252,4486,50,9.036,-15.4285714285714,-6.57142857142857,-26.4285714285714,-8.42857142857143,-28.7142857142857,8,-12.9285714285714,-13.8285714285714,858
"1780","42","New Jersey",88,59,60,63,82,70.4,50,-0.0195932151267252,7708,37,27.203,-19.2857142857143,-5.71428571428571,-36.5714285714286,56.5714285714286,-30.2857142857143,10.2857142857143,-4.16666666666667,-16.3142857142857,2898
"1781","42","New Mexico",60,71,79,36,65,62.2,28,-0.0195932151267252,3805,26,3.818,-18,-6.57142857142857,-7.85714285714286,13,-28.8571428571429,8.42857142857143,-6.64285714285714,-10.5714285714286,758
"1782","42","New York",89,63,66,61,89,73.6,66,-0.0195932151267252,6007,42,51.599,-25.2857142857143,-8.28571428571429,-41.4285714285714,14,-31,9.71428571428571,-13.7142857142857,-19.2571428571429,2765
"1783","42","North Carolina",77,78,63,49,82,69.8,55,-0.0195932151267252,14653,195,9.903,-11.7142857142857,-2.28571428571429,-20.2857142857143,55.8571428571429,-24.8571428571429,5.71428571428571,0.404761904761904,-10.6857142857143,2972
"1785","42","Ohio",61,67,87,35,86,67.2,55,-0.0195932151267252,13038,68,17.587,-11,-3,-8.14285714285714,100.857142857143,-21.2857142857143,5.42857142857143,10.4761904761905,-7.6,5132
"1786","42","Oklahoma",100,74,48,100,79,80.2,66,-0.0195932151267252,8367,115,5.015,-8.71428571428571,-1.28571428571429,1.42857142857143,36.5714285714286,-22.7142857142857,5.14285714285714,1.73809523809524,-5.22857142857143,735
"1787","42","Oregon",72,75,34,41,70,58.4,55,-0.0195932151267252,2277,21,4.529,-15,-4.71428571428571,-25.4285714285714,50.1428571428571,-27.4285714285714,7.42857142857143,-2.5,-13.0285714285714,764
"1788","42","Pennsylvania",88,73,45,40,84,66,52,-0.0195932151267252,10090,142,19.974,-13.2857142857143,-3.57142857142857,-28.4285714285714,65.1428571428571,-25.7142857142857,7,0.19047619047619,-12.8,5170
"1790","42","South Carolina",80,59,62,40,69,62,54,-0.0195932151267252,6626,110,3.675,-7.71428571428571,-2.42857142857143,-0.571428571428571,34.1428571428571,-20.8571428571429,4.57142857142857,1.19047619047619,-5.4,1651
"1792","42","Tennessee",87,80,38,36,83,64.8,63,-0.0195932151267252,15519,234,8.113,-7.14285714285714,-1.57142857142857,-6.57142857142857,73.5714285714286,-23.5714285714286,4.28571428571429,6.5,-6.91428571428572,2976
"1793","42","Texas",97,69,87,44,89,77.2,65,-0.0195932151267252,31301,532,35.195,-15.1428571428571,-8.14285714285714,-22.7142857142857,2.42857142857143,-27.4285714285714,7.57142857142857,-10.5714285714286,-13.1714285714286,4016
"1794","42","Utah",44,80,31,62,57,54.8,53,-0.0195932151267252,8550,26,2.371,-9.71428571428571,2.28571428571429,-19.4285714285714,94.4285714285714,-28.7142857142857,6.28571428571429,7.52380952380952,-9.85714285714286,621
"1796","42","Virginia",71,64,47,51,84,63.4,67,-0.0195932151267252,7258,96,12.352,-14.4285714285714,-3.71428571428571,-28,53.7142857142857,-29,8.71428571428571,-2.11904761904762,-13.2857142857143,2091
"1797","42","Washington",85,67,47,33,86,63.6,71,-0.0195932151267252,4545,49,18.025,-18,-7.28571428571429,-38.4285714285714,31.4285714285714,-31.4285714285714,9.28571428571429,-9.07142857142857,-17.1714285714286,1636
"1799","42","Wisconsin",76,50,76,55,90,69.4,45,-0.0195932151267252,16912,113,13.54,-16.1428571428571,-1,-15.7142857142857,77.2857142857143,-21.1428571428571,7.71428571428571,5.16666666666667,-9.25714285714286,1504
"1801","43","Alabama",60,97,44,85,61,69.4,68,-0.0152303724528916,8549,122,7.06,-12.8571428571429,-4.42857142857143,-7,18.1428571428571,-19.5714285714286,4.42857142857143,-3.54761904761905,-7.88571428571429,946
"1803","43","Arizona",71,58,69,45,62,61,51,-0.0152303724528916,7021,47,6.389,-18.4285714285714,-11.8571428571429,-20.2857142857143,-11.1428571428571,-28.5714285714286,7.57142857142857,-13.7857142857143,-14.3142857142857,2615
"1805","43","California",74,74,66,50,83,69.4,55,-0.0152303724528916,29088,306,152.48,-26.2857142857143,-11.2857142857143,-38.5714285714286,-10,-31.7142857142857,10.2857142857143,-17.9285714285714,-19.5142857142857,8748
"1806","43","Colorado",79,76,72,35,80,68.4,53,-0.0152303724528916,10165,47,7.138,-20.2857142857143,-6.57142857142857,-31.1428571428571,7.71428571428571,-28.8571428571429,9.14285714285714,-11.6666666666667,-15.5428571428571,1490
"1807","43","Connecticut",74,59,58,52,76,63.8,62,-0.0152303724528916,3222,35,4.878,-12.5714285714286,-7.42857142857143,-22.8571428571429,53.4285714285714,-23.2857142857143,7.57142857142857,-0.857142857142857,-11.7142857142857,1364
"1809","43","Florida",85,52,74,46,86,68.6,54,-0.0152303724528916,24849,323,31.625,-21.5714285714286,-14,-36.1428571428571,-27.2857142857143,-26.4285714285714,7,-19.7380952380952,-18.2285714285714,7444
"1810","43","Georgia",89,73,93,41,67,72.6,47,-0.0152303724528916,12432,171,37.253,-13.2857142857143,-6.14285714285714,-28,36,-24.4285714285714,6.28571428571429,-4.92857142857143,-13.1142857142857,1790
"1811","43","Hawaii",34,39,17,44,51,37,59,-0.0152303724528916,629,24,4.689,-37.1428571428571,-23.8571428571429,-58.5714285714286,-47.4285714285714,-33.1428571428571,12.2857142857143,-31.3095238095238,-28.0857142857143,275
"1813","43","Illinois",77,68,80,60,77,72.4,59,-0.0152303724528916,31334,301,73.515,-17.8571428571429,-4.57142857142857,-33.5714285714286,18.8571428571429,-25.8571428571429,8.85714285714286,-9.02380952380952,-14.6,3537
"1814","43","Indiana",84,84,51,38,79,67.2,68,-0.0152303724528916,15025,213,13.413,-8.57142857142857,-3.42857142857143,-1.14285714285714,69.1428571428571,-20.4285714285714,5.14285714285714,6.78571428571429,-5.68571428571429,2186
"1818","43","Louisiana",64,68,54,67,97,70,52,-0.0152303724528916,4706,87,8.419,-15,-4.57142857142857,-16.1428571428571,-6.57142857142857,-20.8571428571429,4.42857142857143,-9.78571428571429,-10.4285714285714,1827
"1820","43","Maryland",82,81,57,38,85,68.6,61,-0.0152303724528916,4690,55,10.875,-18,-8.57142857142857,-36.1428571428571,59.1428571428571,-30.5714285714286,10.4285714285714,-3.95238095238095,-16.5714285714286,2698
"1821","43","Massachusetts",78,70,86,57,89,76,52,-0.0152303724528916,6905,143,39.417,-18.4285714285714,-9.14285714285714,-46,46.4285714285714,-30,9.85714285714286,-7.88095238095238,-18.7428571428571,2308
"1822","43","Michigan",68,63,100,49,82,72.4,58,-0.0152303724528916,17599,180,15.015,-13.8571428571429,-6,-23.1428571428571,66.1428571428571,-22.4285714285714,7.14285714285714,1.30952380952381,-11.6571428571429,2746
"1823","43","Minnesota",54,51,73,26,81,57,60,-0.0152303724528916,9363,110,12.499,-18.5714285714286,-10.2857142857143,-41.8571428571429,-4.85714285714286,-26.2857142857143,11,-15.1428571428571,-17.2,1015
"1824","43","Mississippi",84,56,62,29,50,56.2,46,-0.0152303724528916,5310,94,3.619,-11.2857142857143,-7.28571428571429,4.57142857142857,14.2857142857143,-17.7142857142857,3.71428571428571,-2.28571428571429,-5.6,487
"1825","43","Missouri",75,56,45,54,67,59.4,68,-0.0152303724528916,14861,236,8.158,-9.57142857142857,-1.85714285714286,-12.2857142857143,34,-20,5.42857142857143,-0.714285714285714,-7.65714285714286,1921
"1828","43","Nevada",66,57,31,40,79,54.6,60,-0.0152303724528916,5346,-9,8.158,-15.1428571428571,-6.57142857142857,-27.5714285714286,-11.1428571428571,-28,7.57142857142857,-13.4761904761905,-13.9428571428571,858
"1830","43","New Jersey",88,58,69,57,71,68.6,51,-0.0152303724528916,10388,74,24.703,-17.7142857142857,-4.28571428571429,-34.8571428571429,70.1428571428571,-28.7142857142857,9.28571428571429,-1.02380952380952,-15.2571428571429,2898
"1831","43","New Mexico",60,16,13,36,53,35.6,65,-0.0152303724528916,5075,65,4.209,-19.2857142857143,-7.57142857142857,-10.1428571428571,4.28571428571429,-27.8571428571429,9,-8.59523809523809,-11.1714285714286,758
"1832","43","New York",70,77,83,64,85,75.8,62,-0.0152303724528916,6980,58,45.716,-23.8571428571429,-6.85714285714286,-39.5714285714286,18.2857142857143,-28.2857142857143,9,-11.8809523809524,-17.9142857142857,2765
"1833","43","North Carolina",66,73,81,48,72,68,72,-0.0152303724528916,15546,214,8.338,-12.5714285714286,-2.85714285714286,-21.1428571428571,54,-24.4285714285714,5.42857142857143,-0.261904761904761,-11.1142857142857,2972
"1835","43","Ohio",78,84,92,41,76,74.2,61,-0.0152303724528916,16328,139,21.353,-13.4285714285714,-5.28571428571429,-11,74.5714285714286,-20.7142857142857,6,5.02380952380952,-8.88571428571429,5132
"1836","43","Oklahoma",54,47,70,61,64,59.2,39,-0.0152303724528916,9602,164,4.953,-10.1428571428571,-2.57142857142857,-1.71428571428571,16.7142857142857,-19,5,-1.95238095238095,-5.68571428571429,735
"1837","43","Oregon",68,77,58,50,72,65,37,-0.0152303724528916,2569,33,4.02,-15.1428571428571,-5,-27,40.5714285714286,-27.1428571428571,7.71428571428571,-4.33333333333333,-13.3142857142857,764
"1838","43","Pennsylvania",87,64,73,54,86,72.8,58,-0.0152303724528916,12389,174,23.742,-14,-4.14285714285714,-28,60.4285714285714,-24.5714285714286,6.85714285714286,-0.571428571428572,-12.7714285714286,5170
"1840","43","South Carolina",74,57,82,47,60,64,48,-0.0152303724528916,6566,129,3.26,-8.85714285714286,-3.28571428571429,-2.14285714285714,29,-20,4.42857142857143,-0.142857142857143,-5.97142857142857,1651
"1842","43","Tennessee",100,91,75,34,76,75.2,68,-0.0152303724528916,17624,235,7.447,-8.42857142857143,-2,-9,66.1428571428571,-20.2857142857143,4.28571428571429,5.11904761904762,-7.08571428571429,2976
"1843","43","Texas",84,69,75,44,81,70.6,54,-0.0152303724528916,38596,611,37.601,-16.1428571428571,-9.28571428571429,-23.4285714285714,-3.28571428571429,-25.8571428571429,7.57142857142857,-11.7380952380952,-13.4285714285714,4016
"1844","43","Utah",65,79,51,67,87,69.8,69,-0.0152303724528916,10488,29,2.36,-11.1428571428571,0,-23,65.5714285714286,-27.2857142857143,6.85714285714286,1.83333333333333,-10.9142857142857,621
"1846","43","Virginia",70,65,43,64,76,63.6,60,-0.0152303724528916,7447,124,10.35,-14.4285714285714,-4,-28.4285714285714,56.1428571428571,-27.8571428571429,8,-1.76190476190476,-13.3428571428571,2091
"1847","43","Washington",68,56,41,49,90,60.8,63,-0.0152303724528916,4970,57,18.863,-18.5714285714286,-7.85714285714286,-39.8571428571429,25.8571428571429,-30.7142857142857,9.57142857142857,-10.2619047619048,-17.4857142857143,1636
"1849","43","Wisconsin",69,64,76,42,73,64.8,47,-0.0152303724528916,33690,225,14.874,-19,-5.14285714285714,-19.5714285714286,42.2857142857143,-21.1428571428571,8.71428571428571,-2.30952380952381,-11.2285714285714,1504
"1851","44","Alabama",55,36,47,67,64,53.8,36,-0.00634680948954192,9300,138,8.764,-10.8571428571429,-1.71428571428571,-8.85714285714286,13.4285714285714,-20.7142857142857,3.57142857142857,-4.19047619047619,-7.71428571428572,960
"1853","44","Arizona",89,71,14,44,63,56.2,35,-0.00634680948954192,9344,107,6.41,-17.4285714285714,-10,-20.1428571428571,-17.4285714285714,-28,7.71428571428571,-14.2142857142857,-13.5714285714286,2649
"1855","44","California",72,55,48,42,64,56.2,44,-0.00634680948954192,32822,318,157.773,-25.2857142857143,-9,-39.4285714285714,-13,-31.5714285714286,9.85714285714286,-18.0714285714286,-19.0857142857143,8940
"1856","44","Colorado",76,48,48,34,48,50.8,48,-0.00634680948954192,15535,62,7.516,-19.8571428571429,-6,-33.7142857142857,-1.28571428571429,-29.7142857142857,9.85714285714286,-13.452380952381,-15.8857142857143,1519
"1857","44","Connecticut",58,43,44,31,64,48,56,-0.00634680948954192,5155,39,5.126,-16.5714285714286,-7.57142857142857,-29.5714285714286,10,-24.5714285714286,9,-9.88095238095238,-13.8571428571429,1368
"1859","44","Florida",74,50,60,47,64,59,48,-0.00634680948954192,29444,326,31.403,-19.8571428571429,-11.7142857142857,-35.4285714285714,-22.1428571428571,-25.5714285714286,6.28571428571429,-18.0714285714286,-17.2571428571429,7511
"1860","44","Georgia",59,54,31,40,58,48.4,42,-0.00634680948954192,14221,172,23.827,-11.4285714285714,-4,-28.8571428571429,25.5714285714286,-25.4285714285714,5.85714285714286,-6.38095238095238,-12.7714285714286,1822
"1861","44","Hawaii",17,28,45,44,44,35.6,46,-0.00634680948954192,457,7,4.245,-35.8571428571429,-22.2857142857143,-57.4285714285714,-48.5714285714286,-32.4285714285714,11.2857142857143,-30.8809523809524,-27.3428571428571,277
"1863","44","Illinois",74,56,49,42,75,59.2,50,-0.00634680948954192,44570,300,67.381,-19.4285714285714,-2.42857142857143,-35.2857142857143,8.71428571428571,-26.7142857142857,9,-11.0238095238095,-14.9714285714286,3576
"1864","44","Indiana",80,50,60,33,71,58.8,55,-0.00634680948954192,19501,285,14.111,-8.71428571428571,-1.85714285714286,-5.28571428571429,48.1428571428571,-19.2857142857143,5.14285714285714,3.02380952380953,-6,2215
"1868","44","Louisiana",39,61,46,46,64,51.2,38,-0.00634680948954192,4145,89,10.045,-16.5714285714286,-1.71428571428571,-19,-17.5714285714286,-25,4.28571428571429,-12.5952380952381,-11.6,1847
"1870","44","Maryland",80,57,59,43,70,61.8,37,-0.00634680948954192,6151,61,11.332,-18.7142857142857,-9.14285714285714,-39.7142857142857,29.1428571428571,-31.1428571428571,11,-9.76190476190476,-17.5428571428571,2725
"1871","44","Massachusetts",70,71,84,55,73,70.6,49,-0.00634680948954192,9142,138,42.8,-23.2857142857143,-10.7142857142857,-51.2857142857143,-4.28571428571429,-31.8571428571429,12.1428571428571,-18.2142857142857,-21,2298
"1872","44","Michigan",81,67,54,39,62,60.6,42,-0.00634680948954192,25188,209,15.32,-15.5714285714286,-5,-25.4285714285714,42.5714285714286,-23.4285714285714,7.42857142857143,-3.23809523809524,-12.4,2720
"1873","44","Minnesota",63,56,44,15,75,50.6,51,-0.00634680948954192,16870,127,11.82,-14.5714285714286,-7.14285714285714,-39.5714285714286,11.7142857142857,-25.2857142857143,9.57142857142857,-10.8809523809524,-15.4,1040
"1874","44","Mississippi",72,71,27,16,72,51.6,47,-0.00634680948954192,4764,94,3.69,-11.8571428571429,-6.14285714285714,4.71428571428571,6,-20.7142857142857,3,-4.16666666666667,-6.2,499
"1875","44","Missouri",93,53,30,37,53,53.2,44,-0.00634680948954192,21077,267,7.635,-10.1428571428571,-1.85714285714286,-15.4285714285714,21.7142857142857,-20.1428571428571,5.85714285714286,-3.33333333333333,-8.34285714285714,1931
"1878","44","Nevada",51,38,41,34,69,46.6,36,-0.00634680948954192,5776,33,7.556,-14.8571428571429,-5.14285714285714,-28.5714285714286,-14.4285714285714,-29,7.71428571428571,-14.047619047619,-13.9714285714286,887
"1880","44","New Jersey",79,42,55,44,68,57.6,33,-0.00634680948954192,13983,69,20.978,-21.2857142857143,-6.28571428571429,-40.1428571428571,18.2857142857143,-29.8571428571429,11,-11.3809523809524,-17.3142857142857,2873
"1881","44","New Mexico",26,19,44,30,44,32.6,39,-0.00634680948954192,5369,91,3.848,-23.8571428571429,-10.4285714285714,-18,-22.4285714285714,-32,11.8571428571429,-15.8095238095238,-14.4857142857143,780
"1882","44","New York",80,57,43,39,70,57.8,55,-0.00634680948954192,8671,70,43.876,-26.4285714285714,-8,-43,-10.7142857142857,-29,10,-17.8571428571429,-19.2857142857143,2813
"1883","44","North Carolina",74,69,75,36,69,64.6,48,-0.00634680948954192,15625,250,8.291,-12,-1.57142857142857,-24.2857142857143,35.8571428571429,-24.1428571428571,5.42857142857143,-3.45238095238095,-11.3142857142857,3049
"1885","44","Ohio",75,51,43,32,65,53.2,51,-0.00634680948954192,20885,97,21.935,-13.5714285714286,-3.57142857142857,-14.5714285714286,44,-20.7142857142857,6,-0.404761904761905,-9.28571428571429,5121
"1886","44","Oklahoma",66,67,35,52,54,54.8,49,-0.00634680948954192,10192,152,4.47,-10.2857142857143,-2.85714285714286,-7.28571428571429,-5,-24.7142857142857,4.57142857142857,-7.5952380952381,-8.11428571428572,733
"1887","44","Oregon",69,64,13,40,55,48.2,39,-0.00634680948954192,3328,38,4.445,-14.4285714285714,-4,-27.7142857142857,42.4285714285714,-26.7142857142857,7.42857142857143,-3.83333333333333,-13.0857142857143,788
"1888","44","Pennsylvania",82,58,43,32,61,55.2,35,-0.00634680948954192,16009,151,23.051,-16.5714285714286,-6,-32.1428571428571,15.8571428571429,-25.2857142857143,8.14285714285714,-9.33333333333333,-14.3714285714286,5194
"1890","44","South Carolina",67,57,46,33,53,51.2,52,-0.00634680948954192,7216,125,3.461,-8.71428571428571,-2.42857142857143,-6,18.4285714285714,-20.4285714285714,4.28571428571429,-2.47619047619048,-6.65714285714286,1694
"1892","44","Tennessee",80,72,41,36,68,59.4,48,-0.00634680948954192,19600,263,7.727,-9.14285714285714,-1,-12.5714285714286,44.8571428571429,-20,4.71428571428571,1.14285714285714,-7.6,3026
"1893","44","Texas",73,63,71,38,71,63.2,50,-0.00634680948954192,42480,846,33.667,-16.2857142857143,-7.85714285714286,-25.8571428571429,-16.4285714285714,-26.1428571428571,8.14285714285714,-14.0714285714286,-13.6,4066
"1894","44","Utah",73,65,33,59,74,60.8,50,-0.00634680948954192,11628,42,2.6,-12,1,-26,46.1428571428571,-25.1428571428571,7.14285714285714,-1.47619047619048,-11,615
"1896","44","Virginia",69,52,45,36,80,56.4,47,-0.00634680948954192,9144,77,9.909,-15.4285714285714,-4.28571428571429,-30,29,-27.5714285714286,8.71428571428571,-6.5952380952381,-13.7142857142857,2136
"1897","44","Washington",70,50,65,44,65,58.8,57,-0.00634680948954192,5746,70,26.546,-17.5714285714286,-6.28571428571429,-40.1428571428571,31.8571428571429,-30.1428571428571,9.14285714285714,-8.85714285714286,-17,1680
"1899","44","Wisconsin",61,37,58,33,51,48,44,-0.00634680948954192,32506,297,14.334,-17.4285714285714,-2.85714285714286,-19.8571428571429,42.8571428571429,-21.5714285714286,7.85714285714286,-1.83333333333333,-10.7714285714286,1518
"1901","45","Alabama",63,44,26,67,84,56.8,56,0.0523483598285627,10796,158,9.262,-9.28571428571429,-3.57142857142857,-9.28571428571429,16.2857142857143,-18,4.42857142857143,-3.23809523809524,-7.14285714285714,960
"1903","45","Arizona",69,68,44,37,66,56.8,64,0.0523483598285627,11812,183,6.285,-18,-11,-23.2857142857143,-18,-27.7142857142857,8.42857142857143,-14.9285714285714,-14.3142857142857,2649
"1905","45","California",80,76,67,44,83,70,53,0.0523483598285627,53107,342,158.825,-26.7142857142857,-12.4285714285714,-43.2857142857143,-21.8571428571429,-32,11.5714285714286,-20.7857142857143,-20.5714285714286,8940
"1906","45","Colorado",67,58,74,33,73,61,48,0.0523483598285627,23546,109,9.205,-19.4285714285714,-6.42857142857143,-35.8571428571429,11.4285714285714,-28,9.71428571428571,-11.4285714285714,-16,1519
"1907","45","Connecticut",64,70,43,43,66,57.2,69,0.0523483598285627,6918,58,5.584,-13.1428571428571,-7.57142857142857,-28.2857142857143,45.7142857142857,-24.1428571428571,8.28571428571429,-3.19047619047619,-12.9714285714286,1368
"1909","45","Florida",80,58,75,46,83,68.4,67,0.0523483598285627,34914,346,24.358,-21.8571428571429,-13.5714285714286,-38.8571428571429,-30.7142857142857,-25.8571428571429,7.42857142857143,-20.5714285714286,-18.5428571428571,7511
"1910","45","Georgia",100,73,68,39,74,70.8,66,0.0523483598285627,14828,213,19.626,-12.8571428571429,-6.71428571428571,-30.7142857142857,17.2857142857143,-24,6.71428571428571,-8.38095238095238,-13.5142857142857,1822
"1911","45","Hawaii",53,25,33,57,46,42.8,81,0.0523483598285627,759,2,4.328,-35.1428571428571,-21.2857142857143,-57,-44.8571428571429,-33.4285714285714,11.8571428571429,-29.9761904761905,-27,277
"1913","45","Illinois",89,77,59,43,63,66.2,60,0.0523483598285627,64448,463,46.8,-19,-4.14285714285714,-35.7142857142857,51.1428571428571,-27.4285714285714,9.28571428571429,-4.30952380952381,-15.4,3576
